"Method","GroupBasedOn","Group","Process","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin21","bin22","bin23","bin24","bin25","bin26","bin27","bin28","bin29","bin30","bin31","bin32","bin33","bin34","bin35","bin36","bin37","bin38","bin39","bin40","bin41","bin42","bin43","bin44","bin45","bin46","bin47","bin48","bin49","bin50","bin51","bin52","bin53","bin54","bin55","bin56","bin57","bin58","bin59","bin60","bin61","bin62","bin63","bin64","bin65","bin66","bin67","bin68","bin69","bin70","bin71","bin72","bin73","bin74","bin75","bin76","bin77","bin78"
"CbMPDiCbraya","Management","Post","HeS",0,0.00509969811760692,0.012921282130612,0.0066011635911902,0.000570199020611777,0,0,0,0,0,0.0044574801222255,0,0.106759608060908,0.00262406203331263,0,0.0098354152245569,0.0129026460347676,0,0,0.00100006430714639,0,0,0.0126542009953337,0,0.00266881155832467,0,0,0,0.000178876454456445,0,0,0,0,0,0.00370636959311134,0.00956289228963397,0,0.333707991889491,0,0.1037525561337,0,0.00147926123638468,0.000541497997341238,0,0,0,0,0.0164336201813944,0,0,0,0,0.00242328994512898,0,0.00190659464644614,0,0.0189910219275711,0.000868373634452886,0.0218114025668776,0.0898711015280159,0.000306645350496762,0,0.000197696087009155,0.000721997329788317,0,0,0,0,0.005386344474151,0.200677724750692,0,0.000580437684788047,0.000206284951368091,0,0,0,0.00859338815110418,0
"CbMPDiCbraya","Management","Post","HoS",0.00032322776258753,0.086647810243678,0,2.49654697927819e-05,0.000210905880403127,0,5.09905571245585e-06,0.00190677203602956,0,0.00374717046336078,0.00920918349671731,0,0.00308621831367055,0.000731314126809849,0,0.00037826228880283,0.0116279571460728,0.000256611230570445,0,7.55169048524153e-05,0,3.60801985926802e-05,0.000944579571186573,0.0204143045158282,0.000159496259279294,0,0.000118996311583778,0.0104377651407075,0.000824371764161404,0.00301740466535464,0.0179033807156147,0.106989567043581,0,0.000322959796364988,0.000525661921442451,2.64398424305262e-05,0.100168323919968,3.1789281175306e-06,0.000397691997549969,0.0151939593737023,1.11369943161511e-05,0,0.000411900600508935,0.00754423641874545,0.00233653092981872,0.163417516015653,0.0448548248172536,0.00157403705802436,0.000497644235299215,0,0,0.0137242376961355,0.000118881608528925,0.000544662339690101,0.000128435715656464,0.0048377526388315,0.00905637439784951,0.000290298165214457,0.0014025511835262,0.0153558712617378,2.48873900452131e-05,0.135730239631276,3.22524193859524e-05,0.000324653247679539,0.0415765606609369,0.00481634891756728,0.0801832395418625,0.0284038790974777,0.000223296303425608,0,0.000665470368612499,0.000489534083724552,0.00120384180388098,0.0436280401141871,1.46929755430892e-05,0.000849066824542767,1.19281585362833e-05,0
"CbMPDiCbraya","Management","Post","DL",0,0.0530959479251465,0.00186064483845296,0.002059633540411,0,0.000293680664291769,0,0.0499485164493138,0.0207979945319661,0.00718645908541793,0.00568335430548806,0.0147262795904219,0.00727213681140666,0.00545472344962758,0,0,0.000557136723176673,0,0.0040273719009135,0,0.0847454627857958,0.00210469899274148,0.00290434756087067,0.0503809010697067,0.00215503678075175,0.00110788762175298,0,0,0.00369292777375495,0.000414202127998012,0.0610245504671709,0.0130085472549776,0.0222943358569555,0,0,0.00287976484827196,0.0151465588591138,0.0150590678963192,0,0.00653652057782008,0,4.73877532254635e-05,0.000250538220833099,0.000922407673605047,0.00161275664843067,0.0885874214801486,0,0.0275435320525067,0.00351986307891837,0,0.000772438192894138,0.0117041494017497,0.000994561257365527,0.0258067932516444,0.000532900743592647,0.00518680885421811,0.00490188651091755,0.000150606676974942,0.00150183468986945,0.0160835102009304,0.000974042154216224,0.252672126147853,9.29815083669843e-05,0.000457756069391718,0.00213921908365218,0.00363938901612431,0.0715036343326403,0.00690514763549771,0.000230656292594224,0.00585497397026749,0.00306049932540906,0.000194401226593169,0,0.00465843086999349,0.000701611412142928,0.00021753617799526,0,0.00015950779940162
"CbMPDiCbraya","Management","Post","HD",0.000674131399476777,0.00559662081373336,0.00189647947576657,0.000880074814959329,0.0162318472012617,3.38984138183533e-05,0.0143707926835055,0.185616494688014,0,0.00128074525369619,0,0,0,0,0.075996389874056,0.0241995869465131,0.00304757170816606,0.0056462806588951,0.0041700367223241,0.00188243948030888,0.0263438304246827,0,0,0,4.71617904190211e-05,0.00297186354965799,0.00275728327230344,0.200612821375992,0.00132913217333457,0.0031554029575395,0,0,0,0.0037013192781785,0.0218548788536214,3.38190293919997e-05,0.0293498877407773,0.0139321799677353,0.000392658492007097,0.00858151471531264,0.000127675454939603,0,0.000370092579104928,0.0145296647799467,0,0,0.0146550424485912,0.00379082242546484,0,0.0016265575630659,0.0012264708041651,0.00858015911786151,7.5915628529006e-05,0,0,0,0.00195696153483933,0.000149202051539196,0,8.70839067390846e-05,0,0.00943251883401631,4.0678096582024e-05,8.89284174326827e-05,0.0154320182888731,0,0.0205799706391234,0,0.0010513560860395,0.163206811288877,0,0.000197010247544694,0.0819802446232068,0.00146472478279348,7.46369630269907e-06,0.000641310483033309,0.00202353598679051,9.06364791509242e-05
"CbMPDiCbraya","Management","Post","DR",0.00241597471353108,0,0.00132229169069139,0.00164828083803734,4.89277206017308e-05,0.00111345362494678,4.14017635515041e-06,0.0408389109653707,0.0145198109375646,0.00867005942156658,0.000560835859057535,0.00305702189033069,0.000403372608736695,0.000424657748696515,0.0217576771294092,0,0.00467587784850686,0.00145554085654878,0.00383692713394585,0.000252492881335535,0.046372350237636,0.000585995997789617,0.000250606329375821,0.0225004580420047,0.00301275393996499,0.01122644247791,0.000306185575443971,0.159532123062429,0.000277967203633261,0.00262197788267985,0.0719144905007615,0.00413409312040726,0.0366689284096114,0.00234105020900869,0.00150230995751079,0.00371931817811194,0.0211005000629726,0.0257582726629153,0.00451988865385012,0.0261013219086296,0.000692879487118974,0.00495104826183996,0.00174045163794937,0.00229307846124786,0.00106189093984041,0.0903822478973434,0.00948983238022808,0.0717537884113423,0.0016238122732029,0.0286653887484112,0.012205638448334,0.020137065133931,0.000515148717063693,0.0272977421632825,0.000145806408985129,0.00302037570533442,0.0201324231574506,0.00052991298820261,0.000647068170103149,0.000869276370015835,0.000279242383558761,0.0419283089266093,0.00048669127741551,0.000223507962866595,0.0123695013809905,0.00688904106746683,0.0291155595086217,0.0114688895114033,0.00121318859082457,0.0286983085866493,0.00291070982749958,0.000749878230706059,0.00443805835697518,0.00227812348501206,0.000336091889136537,0.00255330090691834,0.00378174434532474,0.000671689542914062
"CbMPDiCbraya","Management","Pre_vs_In","HeS",0,0.0428514369389476,0.00389208122021534,0,0,0.00465173712831979,0.0178326534708575,0,0,0.0327753514479936,0.00148130773108504,0.000243965733644002,0.00353797122455484,0.000114221799044092,0,0,0.0130899141025164,0,0,0.00242860705251446,0,0,0,0,0.028066603338877,0.0102870275687743,0,0,0,0,0,0.232548921771396,0,0,0,0.0201850933338731,0,0,0,0,0,0.00650306066519561,0,0.10285042687007,0,0,0,0,0,0.351305183538046,0.104660876894642,0,5.52045952512434e-05,0,0,0.00126541480028532,0,0.000979081367470759,0.000120732085065873,0,3.18373360093439e-05,0.00260420690173863,0.000159960961225768,0.00265741190528736,0.00602955964139981,0,0,0,0,0,0.00586829853349462,0.000519037992891076,0,0,6.92372078656297e-05,0,0,0.00033357484144764
"CbMPDiCbraya","Management","Pre_vs_In","HoS",0.000621959921980038,0,0.00151812284661053,0.000778059439025676,0.00155565156328306,0,0,0,1.33653441382584e-05,0,2.43561287719834e-05,0.00014853937427822,0.000194495492655044,0.000364240683877187,0,0,0.0334803834236218,0.00197796925389095,7.09625481572443e-06,1.96782624052614e-05,0.0115096835033823,7.34219802622166e-06,0.000105620589167757,0,3.47033134121254e-05,0.00245896667837193,0.000985237622190583,0.0445411245141921,0.00135623401392322,0.00593584203794497,0.0379882407856645,0.000197733681065738,0.00435671640054265,0.00084478072073361,0.020897381232241,0.0026525600396447,0.254912242188119,0,0.0102798716037958,0.242056021729394,6.21009241019684e-06,0.000406929276635579,0.00130071996546137,0,0.000233571071026683,0.116671728159403,0.0108044855332858,0,8.60025310649613e-05,0.0665905466384221,0.000262846304450917,0.00718794608960556,2.69300267616103e-05,0.000920920460576661,3.83603576357738e-06,0.000575426128483452,0.031345665961533,0.000241162482478994,5.00998943044276e-05,1.72549745912611e-05,2.23072928573035e-06,0,0.000630998047725766,0.000404527928782841,0,0.0001974338406045,0.00377180799531386,0.0219650262438283,0.000543746317533684,0.00206136997270852,0.000800570366492447,5.48052897825696e-06,0.0165320681717555,0.000784733069582072,9.13842955280305e-07,0.000155972896904765,0.0333549812939297,0.000231636286193169
"CbMPDiCbraya","Management","Pre_vs_In","DL",0.00742690535017309,0.00580473482987922,0.000972201256877092,0.000509272305233833,0.00696656085616182,0.00158832217326692,0.00975947274661607,0.159804195669229,0,0.00525465864388352,0,0,0,2.31225195614553e-05,0.0718196525596074,0.0481686946968599,0.0038139790957243,0.00945521835755194,0.00735100536122289,0.001337209890233,0,0,0.000174725647420537,0,0.00445248281898136,0.012345660741434,0.00722052009064989,0.0684674036098903,1.80741340333031e-05,0.00149705041260067,0,0.00688650031317005,0,0.00461286408332636,0.00212144392110534,0.00441461313524477,0.0507966039755157,0.00433786578585842,0.00251360615304,0.0260142196035275,0.00377476341298708,0.00312796917815116,0.0015831243572368,0.00404358030468603,0.000222214177146606,0.0132800084395611,0.1580134580292,0.0601201711527241,0,0.0110186120465297,0.0105531808170452,0.0161962627152871,9.80173526823279e-05,0,9.48062433698026e-06,0,0.0071828043980133,0.000189387257544842,0.000188329094612024,0,0,0,0.00101761859153917,0.000389937628084601,0.0282563301096595,0.00384650274493695,0.00873374357986756,0.00513666050665608,0.000573082142793662,0.0619015162869468,0.000388792238743783,0.00099240789945353,0.0380524280875339,0.00152059045323006,0.0001901629688089,0.00231204870216787,0.0207839968812394,0.000373977082714671
"CbMPDiCbraya","Management","Pre_vs_In","HD",0,0.024624069034605,0.000173458986198451,0,0,1.97676185484835e-05,0,0.0636614709145905,0.0149298450015373,0.00283200130346431,0.00283858796993491,0.0202287424665473,7.59674965708009e-05,0.000674008096266358,0.0317912937542326,0.00109862754637281,0,0,0.00753937137659701,0,0.202308488952216,9.64647270032429e-05,0.000321885687225776,0.0390772004981141,2.06145720501533e-05,0.000163490685869605,0.0025536278311669,0,0.000443907432925835,0.00179462722084708,0.00222584260009995,0.068272874264878,0.0188545628315793,0,0,0.000271659598153812,0.00488605011264629,0.0191270570816241,0.0017009468117532,0.000414091867536583,2.85897835617453e-05,0.00378242943746609,0.000799373878908799,0.00326079114848007,0.00639738979798946,0.0561253619685537,0.0618070471659377,0.0639534096123065,0.000775025011427936,0,0.00386620289385527,0.0157601127078353,0.000303798947650958,0.00269876930172263,2.73393875422969e-05,0.00814474723740751,0.000648539887158766,0,0.000896298356823092,4.75761338620983e-05,1.83869069679703e-05,0.0334536065894753,2.80614332393762e-05,5.95584423814993e-05,0.0662121773211672,0.0251001562415055,0.0908216613263762,0.0101947185672472,0.000581571536394736,0.00434112914305989,0.000494382300922241,0.000230993818949309,0,0.00311707066549742,0.00069827907258944,0.00226725813040456,0,3.75815041765476e-05
"CbMPDiCbraya","Management","Pre_vs_In","DR",0.00223187035130949,0.0416651767934355,0.00140526579380862,0.00238448629530327,0.00331772491890922,0.000413321305821455,0.00272204557346978,0.033865910130069,0.00236962176255402,0.00784856470363215,0.000157166846452427,0.000617961154850008,0.000530087214417634,0.000296617483362766,0.00868991362218551,0.0327956833572989,0.0072366352779158,0.00280342758303157,0.00393703094042151,0.000738405240572096,0.0265852709399301,0.00018527143005751,0.000197405057570565,0.00396816662253136,0.000369186814275887,0.00815987965680531,0.00280447379248351,0.456133308063529,0.00117822076840857,0.00263195331777258,0.00861067329967565,0.0153524862271718,0.00863958186838489,0.00401094966947477,0.00794183916150117,0.000806818183940846,0.0084340419907824,0.0787714986622321,0.000321426983929277,0.0223208995299547,0.000557184925757409,0.00229454969631593,0.00116118065099276,0.00169931600279798,0.000500835220204135,0.00972577995800467,0.0171260712513118,0.00875194446627351,0.000524734705109318,0.0127566422026469,0.0025043331795575,0.0170202165824142,0.000325387505963073,0.00101070318824079,0.000104193737907738,0.000744144800867616,0.010030634858164,0.000659748988398051,0.00041334505029833,0.000924938989287101,7.36505988947651e-05,0.00414987476258521,0.000287596243000706,0.000186581720376282,0.0107320270252202,0.000227290215813019,0.0123957013476593,0.0053577020341756,0.000244566317145632,0.0282521575293662,0.00188325542328383,0.000363340503241931,0.0248017879107915,0.00356795044836775,0.000304956944548541,0.00128411836596214,0.003294589395804,0.000306698864017587
"CbMPDiCbraya","Management","Pre_vs_Post","HeS",0,0.0135844146782127,0.0037758214027824,0.00495586802413666,0,0.0101664914792815,0,0,0,0.0619660918648629,0.0311370714127627,0,0.027751797719995,0.000524892134829457,0,0,0.00369477719978372,0.0186053347081775,0,0.000628924840033865,0,0,0.00067483801182733,0,0.00792211814987547,0,0,0,0.000943616984805055,0,0,0,0,0.00493091817844599,0.0092449071923349,0.0162498518955623,0,0.0189000940432703,0,0.0599803654891174,0,0.000422731061368307,0.00022559993367108,0.0350551171011211,0.000729843874649606,0,0,0.148217527830217,0.000554267484359914,0,0.000378558283148109,0,0.000969463234071317,0.000175555781242033,0,0.00231606379956926,0,0.000107926318524306,0.0057355105099997,0.0449569077961914,0.00145801664260821,0.0852571754503667,0.00028346030519722,0.00202863598384351,0.012286522323879,0,0,0,0.00264725764926813,0.0127499078905973,0,0.000560960518042509,0.0357611675168088,0,0,0,0.311483627301158,0
