"Method","samp1","samp2","HeS","HoS","DL","HD","DR"
"CbMPDiCbraya","S10_1B","S19_4B",0.0046937368933664,0.220326832827006,0.426913053552626,0.00773756748060491,0.340328809246397
"CbMPDiCbraya","S10_1B","S2_10Z",0.000498165052121819,0.422984133119125,0.161974814944079,0.00324934374890461,0.41129354313577
"CbMPDiCbraya","S10_1B","S20_4Z",0.00387007972542991,0.19076839617277,0.434355889226258,0.0063755887138702,0.364630046161672
"CbMPDiCbraya","S10_1B","S21_4D",0.00167390986870653,0.166776522635294,0.394022423125971,0.00838668902413385,0.429140455345895
"CbMPDiCbraya","S10_1B","S22_5B",0.00387007972542991,0.134859993767212,0.529917752529115,0.0102915970550844,0.321060576923158
"CbMPDiCbraya","S10_1B","S23_5Z",0.00886840081493177,0.304077884817876,0.376198705245034,0.00574465202382242,0.305110357098337
"CbMPDiCbraya","S10_1B","S24_5D",0,0.0778722369443335,0.651019131234036,0.00704004166417081,0.264068590157459
"CbMPDiCbraya","S10_1B","S25_6B",0.0520449751528369,0.0351475263609123,0.407210815008898,0.00294870955440942,0.502647973922943
"CbMPDiCbraya","S10_1B","S26_6Z",0.00127958535576697,0.104846507264961,0.619033727885747,5.59733139244871e-05,0.2747842061796
"CbMPDiCbraya","S10_1B","S27_6D",0.00373601229845197,0.0594300225644551,0.638565734664446,0.000688743770503673,0.297579486702144
"CbMPDiCbraya","S10_1B","S28_7B",0.00109832966148017,0.0727205166586712,0.669968510082222,0.00174998070241321,0.254462662895214
"CbMPDiCbraya","S10_1B","S29_7Z",0.000536582604500056,0.0380942952788142,0.66951533152531,0.000873677613659696,0.290980112977716
"CbMPDiCbraya","S10_1B","S3_10D",0,0.230798755519941,0.291773748644813,0.00618989762929358,0.471237598205952
"CbMPDiCbraya","S10_1B","S30_7D",0.00501580918970439,0.0127400009472341,0.716548106762773,0.00465310355663918,0.26104297954365
"CbMPDiCbraya","S10_1B","S31_8B",0.0307982322289814,0.148578078958055,0.523179744501152,0.00597736169217926,0.291466582619632
"CbMPDiCbraya","S10_1B","S32_8Z",0.000134067426977941,0.123312669287065,0.525760720173009,0.00242839500559824,0.34836414810735
"CbMPDiCbraya","S10_1B","S33_8D",0,0.169966175059941,0.594632039721053,0.0013375536980843,0.234064231520922
"CbMPDiCbraya","S10_1B","S34_9B",0.00488077510057383,0.159182174740367,0.575389807892728,0.00960336511580223,0.25094387715053
"CbMPDiCbraya","S10_1B","S35_9Z",0.00567837144366585,0.19122720418355,0.557592263387149,0.0107771751680599,0.234724985817576
"CbMPDiCbraya","S10_1B","S36_9D",0.0419490800923798,0.0918447536995375,0.648586820881754,0.0226156726482522,0.195003672678077
"CbMPDiCbraya","S10_1B","S4_11B",0.10856726541045,0.127537582542067,0.410679695831722,0.00432518806961945,0.348890268146141
"CbMPDiCbraya","S10_1B","S5_11Z",0.00383730040343041,0.19482411945719,0.476284549930897,0.00424337334995501,0.320810656858527
"CbMPDiCbraya","S10_1B","S6_11D",0.0745134797482448,0.138086953775937,0.476257986803587,0.0059176932984959,0.305223886373735
"CbMPDiCbraya","S10_1B","S7_12B",0.0143464166803701,0.381252701439885,0.0264760956011629,0.0205532275995542,0.557371558679028
"CbMPDiCbraya","S10_1B","S8_12Z",0.000797505360571638,0.37311259296544,0.133237453461175,0.0245562667025981,0.468296181510215
"CbMPDiCbraya","S10_1B","S9_12D",0.000284975028409408,0.379053874396766,0.137054139569686,0.0104224733360102,0.473184537669128
"CbMPDiCbraya","S11_1Z","S12_1D",0.00073249594517735,0.389989265548643,0.0271850732973476,0.0290064418548604,0.553086723353971
"CbMPDiCbraya","S11_1Z","S13_2B",0.00396622921439633,0.20663406867225,0.270398190212722,0.00753761462897816,0.511463897271654
"CbMPDiCbraya","S11_1Z","S14_2Z",0.00302721544499642,0.198136153533755,0.258390676618351,0.0115863660834115,0.528859588319486
"CbMPDiCbraya","S11_1Z","S15_2D",0.00371708614723248,0.17809688467467,0.308752148810368,0.0127655660317161,0.496668314336013
"CbMPDiCbraya","S11_1Z","S16_3B",0.00612189941829397,0.00994529505863928,0.574523695455612,0.00321757442180565,0.406191535645649
"CbMPDiCbraya","S11_1Z","S17_3Z",0.00114429776994675,0.276531744395621,0.207959396782631,0.0134549094424019,0.500909651609398
"CbMPDiCbraya","S11_1Z","S18_3D",0.00171859564623592,0.172042904719755,0.263855077700748,0.00542220248222947,0.556961219451032
"CbMPDiCbraya","S11_1Z","S19_4B",0.028124959409068,0.159996886386345,0.413069486706138,0.00705603030880981,0.391752637189639
"CbMPDiCbraya","S11_1Z","S2_10Z",0.000778146373428349,0.490840928553032,0.153099509135887,0.00948200307220861,0.345799412865444
"CbMPDiCbraya","S11_1Z","S20_4Z",0.000532415939714134,0.376491279347885,0.401227928410104,0.00707426127451229,0.214674115027784
"CbMPDiCbraya","S11_1Z","S21_4D",0,0.422846667488134,0.316197245761861,0.0147288095463047,0.2462272772037
"CbMPDiCbraya","S11_1Z","S22_5B",0.0272044067657779,0.18674568520128,0.523813992131861,0.00920536273121226,0.253030553169869
"CbMPDiCbraya","S11_1Z","S23_5Z",0.0272044067657779,0.181236029447069,0.289806847879647,0.00417623918315614,0.497576476724349
"CbMPDiCbraya","S11_1Z","S24_5D",0,0.0641747731538651,0.579141245443863,0.00835568678562577,0.348328294616647
"CbMPDiCbraya","S11_1Z","S25_6B",0.0332964737682762,0.0355795466529127,0.37813031876902,0.000835019277622572,0.552158641532169
"CbMPDiCbraya","S11_1Z","S26_6Z",0.000125960446699514,0.11325291329391,0.497917705284985,0,0.388703420974406
"CbMPDiCbraya","S11_1Z","S27_6D",0,0.0498662384584739,0.517685513574214,0.00701446931441281,0.4254337786529
"CbMPDiCbraya","S11_1Z","S28_7B",0.00205486369130704,0.0676940990502567,0.611860591505538,0.00871864486144661,0.309671800891451
"CbMPDiCbraya","S11_1Z","S29_7Z",0.00165003915507243,0.0377015278086352,0.608029136110112,0.00241891282802675,0.350200384098154
"CbMPDiCbraya","S11_1Z","S3_10D",5.42130969020751e-05,0.220177638466442,0.253898582896471,0.00489991295428048,0.520969652585904
"CbMPDiCbraya","S11_1Z","S30_7D",0.00139820964796095,0.0124007953388704,0.603453448714403,0.00452280158005666,0.378224744718709
"CbMPDiCbraya","S11_1Z","S31_8B",0.030276643497446,0.145458817674697,0.414381194301025,0.00429778051986226,0.40558556400697
"CbMPDiCbraya","S11_1Z","S32_8Z",0,0.119596952687524,0.474953689291032,0.00137551688530933,0.404073841136134
"CbMPDiCbraya","S11_1Z","S33_8D",0.000532415939714134,0.167484401530584,0.593761685660783,0.00137162656217545,0.236849870306744
"CbMPDiCbraya","S11_1Z","S34_9B",0.0017778573378509,0.158830079250328,0.677628577834361,0.0114310303990968,0.150332455178364
"CbMPDiCbraya","S11_1Z","S35_9Z",0.00257545368094293,0.180804076601798,0.513715551573637,0.0211384110765127,0.28176650706711
"CbMPDiCbraya","S11_1Z","S36_9D",0.0327687036270476,0.104288095902949,0.624528748355983,0.0220154724107321,0.216398979703288
"CbMPDiCbraya","S11_1Z","S4_11B",0.107951829741534,0.125733066188374,0.357583761648329,0.0102744349561583,0.398456907465604
"CbMPDiCbraya","S11_1Z","S5_11Z",0.000532415939714134,0.185490667157269,0.367215966023798,0.0103623792914332,0.436398571587786
"CbMPDiCbraya","S11_1Z","S6_11D",0.0743033494499847,0.133986078208357,0.407757251123817,0.0127633488004987,0.371189972417342
"CbMPDiCbraya","S11_1Z","S7_12B",0.00112345607559286,0.378863018298898,0.0337765313352386,0.014123129316638,0.572113864973632
"CbMPDiCbraya","S11_1Z","S8_12Z",0.000160061311256679,0.371153302151421,0.124551770921879,0.0234438497980108,0.480691015817432
"CbMPDiCbraya","S11_1Z","S9_12D",0.000619757359393664,0.382857316835035,0.112039453894863,0.027873327693707,0.476610144217002
"CbMPDiCbraya","S12_1D","S13_2B",0.00667173023212455,0.134616740992527,0.198551116838446,0.0202875665004764,0.639872845436426
"CbMPDiCbraya","S12_1D","S14_2Z",0.00299986467415466,0.172638033985846,0.257292840535901,0.0232220476937303,0.543847213110368
"CbMPDiCbraya","S12_1D","S15_2D",0.00390117567288484,0.133039907283313,0.312335265879065,0.0224424682171993,0.528281182947538
"CbMPDiCbraya","S12_1D","S16_3B",0.00688801078911139,0.0121144804012528,0.776025714130765,0.0133264167656296,0.191645377913241
"CbMPDiCbraya","S12_1D","S17_3Z",0.000751258623597035,0.284557507916671,0.194294675837782,0.0131979356384331,0.507198621983518
"CbMPDiCbraya","S12_1D","S18_3D",0.000350701983683014,0.162219843685458,0.317974798579326,0.0117111133125974,0.507743542438935
"CbMPDiCbraya","S12_1D","S19_4B",0.00580819321735667,0.436872750789668,0.350498523902764,0.00955608978314076,0.197264442307071
"CbMPDiCbraya","S12_1D","S2_10Z",0.000124615768048517,0.143562908019114,0.414520924162549,0.0210886369116833,0.420702915138605
"CbMPDiCbraya","S12_1D","S20_4Z",0.00310510456239713,0.143400760734269,0.424808084427461,0.0125202337705057,0.416165816505368
"CbMPDiCbraya","S12_1D","S21_4D",0,0.0733874880224181,0.37649696365774,0.0159335327789852,0.534182015540857
"CbMPDiCbraya","S12_1D","S22_5B",0.0695689956988892,0.236237938032877,0.390206591011904,0.0108578989916924,0.293128576264637
"CbMPDiCbraya","S12_1D","S23_5Z",0.00788330556358403,0.167877135311064,0.249929428923012,0.00470364663120241,0.569606483571137
"CbMPDiCbraya","S12_1D","S24_5D",0.000839644604444249,0.0377022850401759,0.817227008562213,0.00245826965227902,0.141772792140888
"CbMPDiCbraya","S12_1D","S25_6B",0.00608379930694545,0.0313060975103053,0.399104145956627,0.00768825354830022,0.555817703677822
"CbMPDiCbraya","S12_1D","S26_6Z",0.0013491870445199,0.0359332283832261,0.559224011042254,0.0102349650655162,0.393258608464484
"CbMPDiCbraya","S12_1D","S27_6D",0.00282462407576639,0.0103383117981331,0.686031483192957,0.00759507484349259,0.293210506089651
"CbMPDiCbraya","S12_1D","S28_7B",0.00406986847364617,0.0722398499235045,0.805966693288404,0.001072667253807,0.116650921060638
"CbMPDiCbraya","S12_1D","S29_7Z",0.00854456495932478,0.0393620206653749,0.846608994827051,0.000159859468388608,0.105324560079861
"CbMPDiCbraya","S12_1D","S3_10D",0,0.0910490483044495,0.384210514344089,0.0227247992394074,0.502015638112054
"CbMPDiCbraya","S12_1D","S30_7D",0.0264600794358293,0.0127400888209688,0.805620794495001,0,0.155179037248201
"CbMPDiCbraya","S12_1D","S31_8B",0.0282743972301844,0.0572291323706632,0.681241596695581,0.0069423081774334,0.226312565526138
"CbMPDiCbraya","S12_1D","S32_8Z",0,0.0530013429835092,0.775984430984249,0.00188214207785369,0.169132083954388
"CbMPDiCbraya","S12_1D","S33_8D",0.00189267137131997,0.170627928325892,0.590574613146789,0.000779056008506678,0.236125731147492
"CbMPDiCbraya","S12_1D","S34_9B",0,0.163451410353796,0.752346679681699,0.00394417822133526,0.0802577317431701
"CbMPDiCbraya","S12_1D","S35_9Z",0.00267162719959492,0.0932936432266866,0.733605160819603,0.0779906583136409,0.0924389104404749
"CbMPDiCbraya","S12_1D","S36_9D",0.000500536927993831,0.0885703726812358,0.834614845635037,0.00620470514223286,0.0701095396135002
"CbMPDiCbraya","S12_1D","S4_11B",0.013826513106759,0.24759874553119,0.387127320953002,0.0140442124113982,0.337403207997651
"CbMPDiCbraya","S12_1D","S5_11Z",0.00224266645611549,0.118544414027951,0.630283642308571,0.00951302104922675,0.239416256158136
"CbMPDiCbraya","S12_1D","S6_11D",0.0134150200385166,0.187889669181991,0.609423726878873,0.0146408225757307,0.174630761324889
"CbMPDiCbraya","S12_1D","S7_12B",0.0109109912358133,0.344025647515531,0.143328375858621,0.0213959149814533,0.480339070408582
"CbMPDiCbraya","S12_1D","S8_12Z",0.000498215890457736,0.332453472397438,0.150230024170293,0.014767218709897,0.502051068831914
"CbMPDiCbraya","S12_1D","S9_12D",0.000750327373623046,0.343568135578144,0.151203622759602,0.00944139557682028,0.49503651871181
"CbMPDiCbraya","S13_2B","S14_2Z",0.000267339381883283,0.172207805996541,0.0290212993712597,0.0794632115266649,0.719040343723651
"CbMPDiCbraya","S13_2B","S15_2D",0.000519881123203079,0.145085851750546,0.0179032756136304,0.0512425311144263,0.785248460398194
"CbMPDiCbraya","S13_2B","S16_3B",0.00552951344756283,0.0401145007293671,0.551219029993301,0.00779602720980672,0.395340928619963
"CbMPDiCbraya","S13_2B","S17_3Z",0.00355172401888207,0.225800437582264,0.189288571444002,0.00466569346024839,0.576693573494603
"CbMPDiCbraya","S13_2B","S18_3D",0.00445422804971546,0.124663494142293,0.300712631903672,0.0137693504289121,0.556400295475408
"CbMPDiCbraya","S13_2B","S19_4B",0.00349298050212491,0.222252857574667,0.304938474667876,0.0018103421368646,0.467505345118467
"CbMPDiCbraya","S13_2B","S2_10Z",0.000231020385842494,0.312449713330013,0.274670777483196,0.00182006503521307,0.410828423765736
"CbMPDiCbraya","S13_2B","S20_4Z",0.010844773978724,0.10659422273644,0.478968674276971,0.0044125917438085,0.399179737264057
"CbMPDiCbraya","S13_2B","S21_4D",0.00470520491039908,0.439388629415945,0.338267628192106,0.0111052199398934,0.206533317541656
"CbMPDiCbraya","S13_2B","S22_5B",0,0.070469246627689,0.520581511947054,0.000620449757928655,0.408328791667329
"CbMPDiCbraya","S13_2B","S23_5Z",0.000307820595158359,0.187169235905046,0.331558955601772,0.00689845223356549,0.474065535664458
"CbMPDiCbraya","S13_2B","S24_5D",0.000352867624542434,0.0783832802112065,0.530493331529399,0.0137566226321859,0.377013898002666
"CbMPDiCbraya","S13_2B","S25_6B",0.352110595811302,0.0131225520693055,0.135335610326181,3.68080094228504e-05,0.499394433783789
"CbMPDiCbraya","S13_2B","S26_6Z",0.000213307427824049,0.322923626120384,0.290050555493605,3.80976569940949e-05,0.386774413301193
"CbMPDiCbraya","S13_2B","S27_6D",0.295395703589672,0.00452385279892455,0.219445920611062,0.0055432508474024,0.475091272152939
"CbMPDiCbraya","S13_2B","S28_7B",0.000586193385992055,0.0900151898904187,0.568071690950724,0.0160166115077473,0.325310314265118
"CbMPDiCbraya","S13_2B","S29_7Z",0.0018800351080744,0.0713899744293091,0.766011793357967,0.0157297408782112,0.144988456226438
"CbMPDiCbraya","S13_2B","S3_10D",0,0.131926492046105,0.436714598716894,0.00898124799344356,0.422377661243557
"CbMPDiCbraya","S13_2B","S30_7D",0.0116052875841845,0.0243206789488108,0.612522634163966,0.0264704593755062,0.325080939927532
"CbMPDiCbraya","S13_2B","S31_8B",0.0262308439997384,0.184211176431365,0.379066284590077,0.0108684194619886,0.399623275516832
"CbMPDiCbraya","S13_2B","S32_8Z",0.00310431213231796,0.145009604970017,0.253343668971091,0.0059901049164878,0.592552309010087
"CbMPDiCbraya","S13_2B","S33_8D",0.000161686827776081,0.160807896684781,0.513471907581737,0.00965934134601346,0.315899167559693
"CbMPDiCbraya","S13_2B","S34_9B",0.00153519333831978,0.209478950032392,0.645746172022648,0.0140373934052285,0.129202291201412
"CbMPDiCbraya","S13_2B","S35_9Z",0.0268247758467345,0.144805463410335,0.586084919833658,0.0136960850300073,0.228588755879266
"CbMPDiCbraya","S13_2B","S36_9D",0.000804267973090732,0.132541405750814,0.636664373873597,0.0200162886413285,0.209973663761169
"CbMPDiCbraya","S13_2B","S4_11B",0.0163843077912618,0.154721639368722,0.378096124691441,0.00328350704131699,0.447514421107258
"CbMPDiCbraya","S13_2B","S5_11Z",0.00671027710821399,0.0890978824436603,0.406924905215412,0.00581356988785475,0.491453365344859
"CbMPDiCbraya","S13_2B","S6_11D",0.0209275711532592,0.123236073805553,0.408835823532261,0.00476033317377903,0.442240198335147
"CbMPDiCbraya","S13_2B","S7_12B",0.00367390574075242,0.193790092409486,0.310301259667046,0.0183102741214964,0.473924468061219
"CbMPDiCbraya","S13_2B","S8_12Z",0.0033285360597566,0.150916834626582,0.406416101912821,0.00138515014522774,0.437953377255613
"CbMPDiCbraya","S13_2B","S9_12D",0.00018140716272532,0.173336157994545,0.362277516984152,0.00475190401819484,0.459453013840383
"CbMPDiCbraya","S14_2Z","S15_2D",0,0.135609161272849,0.0112582544503944,0.0403600326190637,0.812772551657693
"CbMPDiCbraya","S14_2Z","S16_3B",0.00515655932649845,0.0421078987206366,0.742178803282933,0.006825237121699,0.203731501548233
"CbMPDiCbraya","S14_2Z","S17_3Z",0.00330697652414764,0.564648191856479,0.165178152027498,0.00614475735878427,0.260721922233091
"CbMPDiCbraya","S14_2Z","S18_3D",0.00437877815505391,0.50575104020254,0.296399257471002,0.00747749537046473,0.185993428800939
"CbMPDiCbraya","S14_2Z","S19_4B",0.00653200516888071,0.198824619135482,0.351502830325511,0.00391190502777687,0.439228640342349
"CbMPDiCbraya","S14_2Z","S2_10Z",0.000136745903320646,0.308866011220041,0.520069168320647,0.0100593613449153,0.160868713211076
"CbMPDiCbraya","S14_2Z","S20_4Z",0.0104571301794495,0.0919977641150569,0.510330382017735,0.00178853635745601,0.385426187330303
"CbMPDiCbraya","S14_2Z","S21_4D",0.00418203173456379,0.452280660126862,0.369092466275916,0.00489297386143998,0.169551868001218
"CbMPDiCbraya","S14_2Z","S22_5B",0.0048088976001094,0.0728354408585709,0.496311446458521,0.00752481080568023,0.418519404277119
"CbMPDiCbraya","S14_2Z","S23_5Z",0.00349841602661987,0.49696917335838,0.322514842344479,0.00803124685346976,0.168986321417051
"CbMPDiCbraya","S14_2Z","S24_5D",0.000673696717450493,0.249446024542247,0.599401448117293,0.00817220986133044,0.142306620761679
"CbMPDiCbraya","S14_2Z","S25_6B",0.00966337716799234,0.0109987805103508,0.467499526637533,0.00562989090513518,0.506208424778989
"CbMPDiCbraya","S14_2Z","S26_6Z",0.00131142366063857,0.12730620745289,0.721232273637192,0.00531442793169558,0.144835667317584
"CbMPDiCbraya","S14_2Z","S27_6D",0.000253300152727022,0.0134365485444998,0.743146505948006,0.00607161347520917,0.237092031879558
"CbMPDiCbraya","S14_2Z","S28_7B",0.00338792676078996,0.328186340753636,0.581788348544078,0.0120240393995513,0.0746133445419441
"CbMPDiCbraya","S14_2Z","S29_7Z",0.00561037287391336,0.126612498333266,0.73068140020988,0.012245155186462,0.124850573396478
"CbMPDiCbraya","S14_2Z","S3_10D",0,0.256046769628709,0.340612078613222,0.0113843227065413,0.391956829051528
"CbMPDiCbraya","S14_2Z","S30_7D",0.0188860557128826,0.1223415106697,0.738213493430781,0.0224557985434538,0.0981031416431828
"CbMPDiCbraya","S14_2Z","S31_8B",0.0260165807771128,0.112664085856145,0.692217100363945,0.0086416918988359,0.160460541103961
"CbMPDiCbraya","S14_2Z","S32_8Z",0.000147964539551599,0.0187437477025014,0.825657727772062,0.00866628806430616,0.146784271921579
"CbMPDiCbraya","S14_2Z","S33_8D",0.00184350446717385,0.140067008356262,0.581279375404829,0.0097293608583184,0.267080750913418
"CbMPDiCbraya","S14_2Z","S34_9B",0.00024588838821415,0.140652460968051,0.721497431432221,0.014202903292353,0.123401315919162
"CbMPDiCbraya","S14_2Z","S35_9Z",0.00241807608379657,0.162423075149506,0.669989545522969,0.01443717667483,0.150732126568898
"CbMPDiCbraya","S14_2Z","S36_9D",0.000308282851613733,0.0805607354420955,0.727125935426208,0.0220301078474792,0.169974938432604
"CbMPDiCbraya","S14_2Z","S4_11B",0.0167737432476742,0.0675701708130041,0.704066913465434,0.00188881579628344,0.209700356677604
"CbMPDiCbraya","S14_2Z","S5_11Z",0.00648216817260832,0.0964989487741604,0.724557956210281,0.0015829647815774,0.170877962061373
"CbMPDiCbraya","S14_2Z","S6_11D",0.0213170066096716,0.0627805552691661,0.76203498404228,0.00528600666996901,0.148581447408913
"CbMPDiCbraya","S14_2Z","S7_12B",0.00346930095529162,0.166863638549519,0.322519514993092,0.0144266894005624,0.492720856101534
"CbMPDiCbraya","S14_2Z","S8_12Z",0.00308217128810374,0.139409553570783,0.416007387098073,0.00402098400008047,0.43747990404296
"CbMPDiCbraya","S14_2Z","S9_12D",5.45119494952347e-05,0.159654584120846,0.3873985083502,0.00699148045153891,0.44590091512792
"CbMPDiCbraya","S15_2D","S16_3B",0.00859443443844241,0.0413625359103,0.782356499301903,0.00849041071228626,0.159196119637069
"CbMPDiCbraya","S15_2D","S17_3Z",0.00371464189317956,0.221886238866375,0.160614861130673,0.00562795294454593,0.608156305165227
"CbMPDiCbraya","S15_2D","S18_3D",0.00482135570918287,0.143590374245921,0.32275202287447,0.00723378394544315,0.521602463224983
"CbMPDiCbraya","S15_2D","S19_4B",0.00376557164065456,0.190028538751572,0.33911341424739,0.00604648281240185,0.461045992547981
"CbMPDiCbraya","S15_2D","S2_10Z",0.000812431343830099,0.108960469552143,0.732467397702785,0.0159642983099782,0.141795403091263
"CbMPDiCbraya","S15_2D","S20_4Z",0,0.0802978266381893,0.515990847534257,0.00411244124051333,0.39959888458704
"CbMPDiCbraya","S15_2D","S21_4D",0.00491401423295751,0.450730327391273,0.398652970279086,0.0128814013809984,0.132821286715685
"CbMPDiCbraya","S15_2D","S22_5B",0,0.0648444995192791,0.698835529808898,0.00796528965072915,0.228354681021094
"CbMPDiCbraya","S15_2D","S23_5Z",8.2434978533524e-05,0.126257978863851,0.315041372503342,0.00410329789074608,0.554514915763528
"CbMPDiCbraya","S15_2D","S24_5D",0.00357012083485903,0.217787325279289,0.595879891623284,0.00294290429157081,0.179819757970997
"CbMPDiCbraya","S15_2D","S25_6B",0,0.0133768001113826,0.456239160046685,0.0105362241766568,0.519847815665276
"CbMPDiCbraya","S15_2D","S26_6Z",5.07968759921265e-05,0.148314839126912,0.714252052503714,0.00707726521505123,0.13030504627833
"CbMPDiCbraya","S15_2D","S27_6D",0.00373031856462834,0.00685411264181575,0.760988376995495,0.00761170408325705,0.220815487714804
"CbMPDiCbraya","S15_2D","S28_7B",0.000728165353751793,0.330806499459666,0.58888304939375,0.00169525556296242,0.0778870302298696
"CbMPDiCbraya","S15_2D","S29_7Z",5.97740286878009e-05,0.129513245535066,0.769716958808995,0,0.100710021627251
