"Method","GroupBasedOn","Group","Index","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin21","bin22","bin23","bin24","bin25","bin26","bin27","bin28","bin29","bin30","bin31","bin32","bin33","bin34","bin35","bin36","bin37","bin38","bin39","bin40","bin41","bin42","bin43","bin44","bin45","bin46","bin47","bin48","bin49","bin50","bin51","bin52","bin53","bin54","bin55","bin56","bin57","bin58","bin59","bin60","bin61","bin62","bin63","bin64","bin65","bin66","bin67","bin68","bin69","bin70","bin71","bin72","bin73","bin74","bin75","bin76","bin77","bin78"
"CbMPDiCbraya","Management","Pre_vs_In","HD","0","0.0109608335745191","0.00110363137425989","0","0","0.000164785622920632","0","0.0056773522144587","0.125914169962261","0.00402320248729379","0.235625206827274","0.399621065232276","0.00239694210163498","0.0295135918908447","0.00668189747893763","0.00025272742719284","0","0","0.0120755982154284","0","0.126070563654882","0.011576717608826","0.0148088276508218","0.184184409146274","6.41803176853082e-05","0.000139978302855454","0.00438242327303185","0","0.0054440072127757","0.00539856209203673","0.00188760666206471","0.0471609708523433","0.0386674321811673","0","0","0.000708029113603229","0.000553674359835486","0.00514501128612957","0.00442127684683669","5.40955014547522e-05","0.000113031516486065","0.012207237304586","0.00457546833594203","0.00724895419732654","0.137223339723573","0.0149852444341024","0.00583044334802461","0.0156573416679774","0.0304199516144317","0","0.00435704929114779","0.008338266107027","0.0144212480857776","0.0407598449283104","0.00523053099896698","0.149958399881928","0.000422730239384932","0","0.0284254484158905","0.00116733463218352","0.00554236772345521","0.153668939081005","0.000320061088932338","0.00136499373725917","0.0294005634583272","0.0922818725474238","0.0732612169780711","0.0100129364254607","0.0101307788644114","0.00086359193686613","0.003792835490183","0.00300356877414821","0","0.0116597220510976","0.0272602953784877","0.0112513830133583","0","0.000908829864896536"
"CbMPDiCbraya","Management","Pre_vs_In","DR","0.173842764475867","0.808964886816281","0.389994415624835","0.687675223557149","0.241516143478589","0.150288391998127","0.162295368352637","0.131736038559967","0.871707969646106","0.486341538220465","0.569053382204362","0.532492313025556","0.729541055170702","0.566534522119194","0.0796672349982577","0.329072246214934","0.248734765182151","0.166076393127739","0.275052137846651","0.276286964459506","0.72262562471154","0.96983540098336","0.396141158017694","0.815815590853726","0.0501356210931283","0.304736265176606","0.209933034391689","0.796486214912468","0.630268536761476","0.345346223303374","0.318512764962921","0.462579034508212","0.772848322463263","0.370682477568987","0.378322704394272","0.0917221906320819","0.0416874118674243","0.92422979472077","0.0364428210510668","0.127188785736369","0.0960861348992684","0.323010544231229","0.289906578804685","0.16477798904434","0.468589672304876","0.113266581951282","0.0704683348963925","0.0934612440223042","0.898370057079165","0.18158465003743","0.123104128487909","0.392784365924276","0.673736591189273","0.665829566299789","0.869503423695759","0.597617515040631","0.285185686223872","0.618291479004402","0.571794725061951","0.989901514078845","0.968357275270443","0.831478103886924","0.1430799951909","0.186521586008257","0.207860621160378","0.0364496526078861","0.436142561485647","0.229528941167647","0.18582708543175","0.24514902543421","0.630206672827655","0.206074243369036","0.289741257219629","0.582147508100307","0.519293321688726","0.277960239598333","0.0682582647565215","0.323514147705759"
"CbMPDiCbraya","Management","Pre_vs_In","DominantProcess","DL","DR","DR","DR","DL","DL","DL","DL","DR","DR","DR","DR","DR","DR","DL","DL","HoS","DL","DL","DL","DR","DR","DL","DR","DL","DL","DL","DR","DR","HoS","HoS","DR","DR","DL","HoS","DL","HoS","DR","HoS","HoS","DL","DL","DL","DL","DR","HoS","DL","DL","DR","HoS","DL","DL","DR","DR","DR","DR","HoS","DR","DR","DR","DR","DR","DL","DL","DL","DL","DR","HoS","DL","DL","DR","DL","DL","DR","DR","DL","DL","DL"
"CbMPDiCbraya","Management","Pre_vs_In","DominantProcessImportance","0.802727667722821","0.808964886816281","0.389994415624835","0.687675223557149","0.70371516811449","0.801399246952939","0.807439099325227","0.862586609225574","0.871707969646106","0.486341538220465","0.569053382204362","0.532492313025556","0.729541055170702","0.566534522119194","0.913650867522805","0.670675026357874","0.556550334772959","0.777253723484511","0.712632496822015","0.694285173412456","0.72262562471154","0.96983540098336","0.486542784411312","0.815815590853726","0.839025492673754","0.639775215051563","0.750016062126821","0.796486214912468","0.630268536761476","0.376680453298708","0.679599628375014","0.462579034508212","0.772848322463263","0.591559167977524","0.481445801814065","0.696408524126548","0.609360203364095","0.92422979472077","0.56367862438816","0.667063595622178","0.903282900505607","0.611018532117256","0.548461311015439","0.544081313059016","0.468589672304876","0.657138945419001","0.902200423916681","0.890881414309718","0.898370057079165","0.458426335707421","0.719840994938868","0.51865266044085","0.673736591189273","0.665829566299789","0.869503423695759","0.597617515040631","0.431013650016645","0.618291479004402","0.571794725061951","0.989901514078845","0.968357275270443","0.831478103886924","0.702511483186707","0.540913522126292","0.759414534811939","0.855955891461924","0.436142561485647","0.455097912253425","0.604229512804027","0.745336733092561","0.630206672827655","0.781039142317584","0.616854036592262","0.582147508100307","0.519293321688726","0.694460077103334","0.597524479366246","0.547392428589176"
"CbMPDiCbraya","Management","Pre_vs_In","DominantProcessPvalue","0.18","0","0.39","0.01","0.06","0.04","0","0","0","0.44","0.1","0.37","0","0.09","0.01","0.14","0.14","0","0.07","0.17","0.01","0","0.36","0.01","0","0.11","0.1","0.01","0.12","0.52","0.03","0.18","0.01","0.26","0.25","0.04","0.18","0","0.45","0.03","0.01","0.35","0.35","0.2","0.33","0.08","0.03","0.05","0","0.2","0.35","0.32","0.01","0.03","0","0.13","0.47","0.1","0.2","0","0","0.01","0.37","0.12","0.17","0.33","0.57","0.36","0.15","0.15","0","0.09","0.09","0.19","0.3","0.09","0.24","0.11"
"CbMPDiCbraya","Management","Pre_vs_Post","HeS","0","0.00767522265973082","0.0403723928351227","0.0547182965520903","0","0.258891137898137","0","0","0","0.154295076523104","0.191385146611213","0","0.163875578067337","0.00538282497296632","0","0","0.00860553622396625","0.143376033734001","0","0.0194509368969859","0","0","0.0113360258547685","0","0.0427626212616691","0","0","0","0.0108492119991178","0","0","0","0","0.0508967858145036","0.0365511123219749","0.0703288318307828","0","0.0131378222684015","0","0.0226728595681259","0","0.0076079097770435","0.00300473560962844","0.19182359567604","0.0131066169752359","0","0","0.0565181253535644","0.0073475874954398","0","0.000810872277078181","0","0.0397950740404841","0.000317321998919566","0","0.0157546842198358","0","0.00420843225548465","0.128575886391695","0.115736784379904","0.0846107084533914","0.0164283639379792","0.0391864034810632","0.0785855334331981","0.0226636905759128","0","0","0","0.0710375031572485","0.0162264793182081","0","0.0149405584111954","0.0280051617431778","0","0","0","0.327251554302757","0"
"CbMPDiCbraya","Management","Pre_vs_Post","HoS","0","0","0.00845662812297423","0.338441027117897","0.143630209222326","0","0","0.00122134654657652","0","0","0.138495949515973","0.000282275839294165","0.18706289739924","0.0959626293601535","0.00016609800331001","0.001436597004413","0.611758699650107","0","0.000858753622094368","0.0156836830844608","0.0240721056343134","0.00498181791558424","0.111452307928743","0.195085596106375","0.0368954354804391","0.0121564259623829","0.0757806180391869","0","0.147026016530579","0.447921361948127","0.0997481375836952","0.00763062688139294","0.0367191907177883","0.310419482088228","0.342016812223294","0","0.658425327672113","0","0.375861482064658","0.402352597437389","0.0199153476309218","0.0550346309075878","0.137131663520734","0","0.14244617322613","0.264032617772318","0.0659107498016958","0","0.119374846225005","0.065995369367576","0","0.231802820135731","0.00886385366892648","0.00160520197934472","0","0.104805281056985","0.27960769596484","0.0821142603376859","0.0924121510940091","0.374056953126818","0.00426332223535196","0","0.0530018671370672","0.203738127513638","0","0.108215523033445","0.120906795015918","0.234680985710154","0.145630533465011","0","0.0146494005482761","0","0.324927424065746","0.0784023659627448","0.00547269263115003","0.00749099005902279","0.0819833936402797","0.0456040264281584"
"CbMPDiCbraya","Management","Pre_vs_Post","DL","0.179382326263708","0.873966714227786","0.70491457148141","0.356808869211105","0.662356320434061","0.560142879698191","0.7013639962284","0.82085010801239","0.545259153441044","0.579305459671627","0.640627409757025","0.879770777222118","0.636230028007623","0.817643177285218","0","0.787333724082984","0.205444273620267","0.334412440517986","0.556646212906709","0.613896274550309","0.710728544868416","0.846558761991323","0.818461458872811","0.700483263900106","0.857234480749684","0.561658605016836","0.788890942158779","0.23442029259554","0.692849877801204","0.305434407216771","0.501121912066648","0.634993020450431","0.55938511175458","0.0278553936979844","0.314129982869538","0.805359249416828","0.166650219771062","0.418225304580237","0.488738508701244","0.373281225942905","0","0.0882077281278087","0.656410295722213","0.637828032851295","0.549826212107345","0.576123597766736","0.853502272164091","0.775987123556301","0.826158050523557","0.683077366663775","0.761018078267448","0.568306086550824","0.680983978314117","0.911640972426741","0.735268005954047","0.656390900578802","0.261790794063593","0.53735340238327","0.524713711370189","0.490579089855464","0.781106366992307","0.904071507624446","0.180150295643172","0.599826501943321","0.0547934117725906","0.507640874883338","0.697416499916217","0.627253450823407","0.564088977777279","0.169573055950521","0.609501700490034","0.740964867453752","0.370968814439965","0.803267466210549","0.789661356293792","0.222257287808519","0.519831532159624","0.525588981675269"
"CbMPDiCbraya","Management","Pre_vs_Post","HD","0.000921733172573234","0.00364599777245614","0.00437717842274876","0","0.0128067520780093","0.000416984753787408","0","0.00866068826021298","0","0","0.00101366436909351","0.00543677282696295","0.000779843008084546","0.000859591106136068","0.301428399010383","0.0155406200304452","0","0","0.0412807044344225","0.00388614361776153","0.0415501979331781","0","0.00122630587151695","0.000672403771931279","0.00011713047128327","0.00189330418622643","0.0074425241830401","0","0.00645069498370493","0.00751292423801657","0.00489622555662995","0","0.0107041767693442","0","0.00800401608131802","0.0002655711061464","0.00410179737062713","0.0115813337284622","0.00194735749758971","0.0126067540894141","0.00881188298260008","0.003461388640126","0.0100161086296608","0.0361543013641207","0.00487833379520755","0.00326064192361702","0.00294077706494539","0.0168034583985162","0.000922810328832896","0","0.000866400208709837","0.0192536208530066","0.00917017636075021","0.00011665788333738","0","0.00150718216990849","0.00536352817660626","0","0","0.000298970588351791","0","0.00669729982954807","0.00130157639247552","0.00132852699343923","0.0428131332332437","0.0222048331176688","0.0216935856139208","0.00407418256726509","0.00621734177845474","0.0043569671660709","0.00137994663157533","0.00309717007480781","0","0.00530900737642694","0.0023130571797556","0.0185329627084991","4.74929314310278e-05","0.0033130349302331"
"CbMPDiCbraya","Management","Pre_vs_Post","DR","0.819695940563719","0.114712065340027","0.241879229137745","0.250031807118908","0.181206718265604","0.180548997649884","0.2986360037716","0.169267857180821","0.454740846558956","0.26639946380527","0.0284778297466954","0.114510174111625","0.0120516535177164","0.0801517772755263","0.698405502986307","0.195689058882158","0.17419149050566","0.522211525748013","0.401214329036774","0.347082961850483","0.223649151564093","0.148459420093093","0.0575239014721607","0.103758736221588","0.0629903320369244","0.424291664834555","0.127885915618994","0.76557970740446","0.142824198685394","0.239131306597085","0.394233724793027","0.357376352668176","0.393191520758287","0.610828338399285","0.299298076503875","0.124046347646243","0.170822655186197","0.5570555394229","0.133452651736509","0.189086562962165","0.971272769386478","0.845688342547434","0.193437196517763","0.134194070108544","0.289742663896082","0.156583142537328","0.0776462009692675","0.150691292691619","0.0461967054271659","0.250927263968649","0.237304649246764","0.180637472460438","0.261186917615722","0.086319845711657","0.264731994045953","0.221541951974469","0.453237981794961","0.37632390502356","0.254298251144108","0.0193282020494616","0.130019602318949","0.0728028286080263","0.726359857346222","0.116521310116404","0.879729764418253","0.361938768965548","0.159983119453945","0.133991380899173","0.213025643822007","0.8098434975652","0.374468952330115","0.240997404060245","0.276098599751111","0.113021160450279","0.202552893895302","0.75171875942396","0.0708860269659075","0.42549395696634"
"CbMPDiCbraya","Management","Pre_vs_Post","DominantProcess","DR","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DR","DL","HoS","DR","DL","DL","DL","DL","DL","DL","DL","DL","DL","DR","DL","HoS","DL","DL","DL","DR","HoS","DL","HoS","DR","DL","HoS","DR","DR","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DR","DL","DL","DL","DL","DL","DR","DL","DR","DL","DL","DL","DL","DR","DL","DL","DL","DL","DL","DR","DL","DL"
"CbMPDiCbraya","Management","Pre_vs_Post","DominantProcessImportance","0.819695940563719","0.873966714227786","0.70491457148141","0.356808869211105","0.662356320434061","0.560142879698191","0.7013639962284","0.82085010801239","0.545259153441044","0.579305459671627","0.640627409757025","0.879770777222118","0.636230028007623","0.817643177285218","0.698405502986307","0.787333724082984","0.611758699650107","0.522211525748013","0.556646212906709","0.613896274550309","0.710728544868416","0.846558761991323","0.818461458872811","0.700483263900106","0.857234480749684","0.561658605016836","0.788890942158779","0.76557970740446","0.692849877801204","0.447921361948127","0.501121912066648","0.634993020450431","0.55938511175458","0.610828338399285","0.342016812223294","0.805359249416828","0.658425327672113","0.5570555394229","0.488738508701244","0.402352597437389","0.971272769386478","0.845688342547434","0.656410295722213","0.637828032851295","0.549826212107345","0.576123597766736","0.853502272164091","0.775987123556301","0.826158050523557","0.683077366663775","0.761018078267448","0.568306086550824","0.680983978314117","0.911640972426741","0.735268005954047","0.656390900578802","0.453237981794961","0.53735340238327","0.524713711370189","0.490579089855464","0.781106366992307","0.904071507624446","0.726359857346222","0.599826501943321","0.879729764418253","0.507640874883338","0.697416499916217","0.627253450823407","0.564088977777279","0.8098434975652","0.609501700490034","0.740964867453752","0.370968814439965","0.803267466210549","0.789661356293792","0.75171875942396","0.519831532159624","0.525588981675269"
"CbMPDiCbraya","Management","Pre_vs_Post","DominantProcessPvalue","0.02","0.08","0.15","0.49","0.04","0.15","0.08","0.01","0.4","0.09","0.04","0","0.04","0.01","0.15","0.06","0.1","0.22","0.34","0.3","0.06","0.01","0","0.02","0","0.27","0.05","0.01","0.09","0.41","0.39","0.12","0.35","0.13","0.61","0.02","0.04","0.37","0.64","0.48","0","0","0.33","0.09","0.2","0.11","0.01","0.07","0","0.08","0.36","0.16","0.04","0","0.1","0.16","0.29","0.28","0.17","0.4","0.08","0","0.04","0.02","0","0.39","0.02","0.05","0.11","0","0.28","0.07","0.55","0.04","0","0.02","0.21","0.43"
"CbMPDiCbraya","Management","In_vs_Post","HeS","0.00111123677525915","0.0165149375134323","0.0216235747695335","0.0101387040800801","0.00759007823894636","0.00257501205318737","0.0288443391582585","0","0","0.106759682556978","0.0682586846476384","0","0.196877923108112","0.00695372085044342","0","0.0405566111624448","0.0522665126906603","0.0476029208658971","0","0.0491812883023007","0","0","0.0215606324379693","0","0.0216535457287822","0.00110935501521488","0","0","0.00110874663164199","0","0","0.264180714836536","0","0","0.0120942730253623","0.0799133018101031","0","0.0390810341596022","0","0.0483902760666527","0","0","0.00851396989726247","0.19109705417627","0.0234662032082532","0","0","0.00133905465875761","0","0.0267699748019526","0.00355344572527214","0","0.0808406626481178","0","0","0.00263113135082349","0.032500292977483","0.023954090469123","0.0214654614964693","0.0667132853401857","0.00705046616421912","0.101408160306001","0.00183050009936051","0.0528907613681704","0","0.00705076583942391","0","0","0.11878752627561","0.0237245660034702","0.0175464079600502","0.144808840331128","0","0","0.00206588991050435","0.000781806407476356","0.090158749307006","0.00406285491964192"
"CbMPDiCbraya","Management","In_vs_Post","HoS","0.249471242725796","0.00586444666358488","0.0448038200018323","0.298430660524989","0.250765538094506","0.00523019518450173","0","0.110843997065104","0","0.0994214113763614","0.167226659470401","0.000159907239195345","0.23326337027583","0.0903856708316828","0.00459350816063833","0.158337842271535","0.599116998847249","0.020338427592792","0","0.0166065505752229","0.167836926417117","0","0.0827301681689993","0.0252093537184746","0","0.0082015100272133","0.0180138985132837","0","0.0982210171997653","0.58149537679496","0.150547980668192","0.271516535190338","0.17774178746421","0.428229074262741","0.350172471222024","0.0127292179987166","0.427505718553266","0.000206031467354961","0.102044376160281","0.448718618515523","0.213806682860326","0.0169269339507408","0.169766595813452","0","0.68546150273536","0.605229170300769","0.144313090389121","0.0723200995994668","0.0651966485375503","0.0170053909272278","0.141502188683081","0.358324432389721","0.0253295504302926","0.00353354305757099","0.0676598591449154","0.20860510377009","0.466216470510996","0.126371264864762","0.264314355291849","0.247827755933952","0.00417923808026495","0.105901060082176","0.293700876501036","0.130425366548982","0.30763887175387","0.197809927212398","0.241175355813418","0.217869047723595","0.111768019290927","0","0.0271935955558938","0.177525768108504","0.0722628085448535","0.295549143130751","0.0348041052244441","0.0637604856279341","0.0988973471921629","0.0554063660899786"
"CbMPDiCbraya","Management","In_vs_Post","DL","0.638671818013998","0.783132125018971","0.639251819033886","0.503030312188329","0.241523103582941","0.758503227827539","0.519276435878076","0.684523339101363","0.468567867676037","0.582751717188574","0.731618902877824","0.869103019796659","0.562290220723562","0.818138933254747","0.90011537869876","0.398423826431408","0.211533401831147","0.815279132545859","0.788762493760104","0.576282795159727","0.579948338915553","0.811913050380917","0.840140066104351","0.79614807082164","0.683807838038345","0.66270248328427","0","0.574197377989969","0.780388171572254","0.040665618060159","0.47819370038767","0.298178381311312","0.410899802598579","0.421497336240021","0.267162448620799","0.369944656553834","0.438030630332559","0.179199369490502","0","0.217455019793797","0.732125834079121","0.595463189269171","0.128750021400884","0.525676988166546","0.157916936970407","0.30141303656673","0.693884432659551","0.436848794659812","0.879656605414829","0","0","0.145431583737228","0.655516785845261","0.901560621561077","0.717791339573879","0.559191040599357","0.354258547401572","0.225698639082616","0.497920041096555","0.637322076048122","0.868926756186022","0.702667328524531","0.585007115251295","0.629870548289111","0.39226701967244","0.6289278642432","0.586332656148073","0.476008461922128","0.15717267472935","0.784475760577989","0.712125312624688","0.213141101530492","0.653406761171863","0.589092307575243","0.606960873275847","0.733585234581307","0","0.483070914050593"
"CbMPDiCbraya","Management","In_vs_Post","HD","0.00146140745082518","0.00337462238385731","0.0146709463838525","0.0146896754631645","0.039190366848331","0.000978822220713833","0.0508639064741556","0.0215885876064624","0","0.00185387845961706","0.000525967332430295","0.00240360760499643","0.00087657488983029","0.000546088808367581","0.0152841293732871","0.0126595330410329","0.00430841957691384","0.00442889391454259","0.00958856099311021","0.00709671793060806","0.0312108863985374","0.000347859581276617","0.00105537630694706","0.00025813592088517","0.00102007369616949","0.00466714825523162","0.136739560738093","0.00536450007132864","0.00631195378463924","0.0184415492508124","0","0","0.0148508144021067","0.0257705892532565","0.0190019617396232","0.002580403269791","0.00030329947361972","0.0179744067949271","0.00188416263106372","0.00988328494865485","0.001375936233658","0.00295151263987545","0.0115524658604751","0.01977686010956","0.00197632048527225","0.00108169094107122","0.00341875153677126","0.0590728836260957","0.000544565529946468","0.0226565134874374","0.00541803066986682","0.0218959732637276","0.00564524275209299","0.000122984733369253","0.000382883963689174","0.00358288584032605","0.00549630902031627","0.0206490894729059","0","3.82824583988093e-05","0","0.00421405953401303","0.000354114385526638","0.00351598906642366","0.0169159270982078","0.00861868639815908","0.0188947258061328","0.00234292389206323","0.0227869312666554","0.00887603250889923","0.00551908438826482","0.00380484921775832","0.0691175973454036","0.00363938152404559","0.00289383575252039","0.0045419910767388","0.01130135026167","0.00711871458483365"
"CbMPDiCbraya","Management","In_vs_Post","DR","0.109284295034121","0.191113868420154","0.279649839810896","0.173710647743438","0.460930913235276","0.232712742714058","0.40101531848951","0.18304407622707","0.531432132323963","0.209213310418469","0.0323697856717069","0.128333465359149","0.00669191100266545","0.0839755862547588","0.0800069837673149","0.390022187093579","0.13277466705403","0.11235062508091","0.201648945246786","0.350832648032141","0.221003848268792","0.187739090037806","0.0545137569817335","0.178384439539","0.293518542536703","0.32331950341807","0.845246540748623","0.420438121938703","0.113970110811699","0.359397455894068","0.371258318944138","0.166124368661814","0.396507595535104","0.124503000243982","0.351568845392191","0.534832420367555","0.134160351640555","0.763539158087614","0.896071461208655","0.275552800675372","0.0526915468268947","0.384658364140213","0.681416947027926","0.263449097547624","0.131179036600708","0.0922761021914293","0.158383725414557","0.430419167455868","0.0546021805176744","0.933568120783382","0.84952633492178","0.474348010609323","0.232667758324236","0.0947828506479832","0.214165917317516","0.225989838439404","0.141528380089633","0.603326916110594","0.216300142115126","0.0480986002193418","0.119843539569494","0.0858093915532793","0.119107393762782","0.183297334727313","0.283178181475482","0.157592756306819","0.153597262232376","0.303779566462214","0.589484848437457","0.182923640909641","0.237615599471104","0.460719440812118","0.20521283293788","0.111719167769961","0.353275295836685","0.197330482306544","0.799642553239161","0.450341150354953"
"CbMPDiCbraya","Management","In_vs_Post","DominantProcess","DL","DL","DL","DL","DR","DL","DL","DL","DR","DL","DL","DL","DL","DL","DL","DL","HoS","DL","DL","DL","DL","DL","DL","DL","DL","DL","DR","DL","DL","HoS","DL","DL","DL","HoS","DR","DR","DL","DR","DR","HoS","DL","DL","DR","DL","HoS","HoS","DL","DL","DL","DR","DR","DR","DL","DL","DL","DL","HoS","DR","DL","DL","DL","DL","DL","DL","DL","DL","DL","DL","DR","DL","DL","DR","DL","DL","DL","DL","DR","DL"
"CbMPDiCbraya","Management","In_vs_Post","DominantProcessImportance","0.638671818013998","0.783132125018971","0.639251819033886","0.503030312188329","0.460930913235276","0.758503227827539","0.519276435878076","0.684523339101363","0.531432132323963","0.582751717188574","0.731618902877824","0.869103019796659","0.562290220723562","0.818138933254747","0.90011537869876","0.398423826431408","0.599116998847249","0.815279132545859","0.788762493760104","0.576282795159727","0.579948338915553","0.811913050380917","0.840140066104351","0.79614807082164","0.683807838038345","0.66270248328427","0.845246540748623","0.574197377989969","0.780388171572254","0.58149537679496","0.47819370038767","0.298178381311312","0.410899802598579","0.428229074262741","0.351568845392191","0.534832420367555","0.438030630332559","0.763539158087614","0.896071461208655","0.448718618515523","0.732125834079121","0.595463189269171","0.681416947027926","0.525676988166546","0.68546150273536","0.605229170300769","0.693884432659551","0.436848794659812","0.879656605414829","0.933568120783382","0.84952633492178","0.474348010609323","0.655516785845261","0.901560621561077","0.717791339573879","0.559191040599357","0.466216470510996","0.603326916110594","0.497920041096555","0.637322076048122","0.868926756186022","0.702667328524531","0.585007115251295","0.629870548289111","0.39226701967244","0.6289278642432","0.586332656148073","0.476008461922128","0.589484848437457","0.784475760577989","0.712125312624688","0.460719440812118","0.653406761171863","0.589092307575243","0.606960873275847","0.733585234581307","0.799642553239161","0.483070914050593"
"CbMPDiCbraya","Management","In_vs_Post","DominantProcessPvalue","0.32","0.09","0.25","0.16","0.28","0.32","0.35","0.05","0.3","0.11","0","0.01","0.07","0","0.03","0.62","0.13","0.02","0.02","0.35","0.09","0.01","0","0.01","0.17","0.25","0.02","0.34","0.02","0.13","0.49","0.7","0.42","0.51","0.56","0.37","0.61","0.01","0","0.31","0.04","0.32","0","0.17","0.01","0.07","0.45","0.5","0","0","0.01","0.37","0.11","0","0.11","0.27","0.33","0.11","0.12","0.1","0.06","0","0.45","0.06","0.46","0.28","0.1","0.32","0.05","0.09","0.08","0.14","0.41","0.19","0.22","0.04","0","0.47"
