"Bin","BinRA","TopTaxonID","TopTaxonRAinBin","TopTaxon.Domain","TopTaxon.Kingdom","TopTaxon.Phylum","TopTaxon.Class","TopTaxon.Order","TopTaxon.Family","TopTaxon.Genus","TopTaxon.Species","Domain.maxNamed","Domain.maxNamed.Percent","Kingdom.maxNamed","Kingdom.maxNamed.Percent","Phylum.maxNamed","Phylum.maxNamed.Percent","Class.maxNamed","Class.maxNamed.Percent","Order.maxNamed","Order.maxNamed.Percent","Family.maxNamed","Family.maxNamed.Percent","Genus.maxNamed","Genus.maxNamed.Percent","Species.maxNamed","Species.maxNamed.Percent"
"Bin41",0.0013679735046782,"OTU817",0.855792685421344,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"Fungi",0.0172990630932419,"Cryptomycota",0.000771605554487508,"norank_p__Cryptomycota",0.000771605554487508,"norank_p__Cryptomycota",0.000771605554487508,"norank_p__Cryptomycota",0.000771605554487508,"norank_p__Cryptomycota",0.000771605554487508,"uncultured_Chytridiomycota_p__Cryptomycota",0.000771605554487508
"Bin42",0.00194455842557904,"OTU749",0.721600310281433,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.119747954744172,"SAR_d__Eukaryota",0.119747954744172,"norank_p__Cryptomycota",0.00432421469300194,"norank_p__Cryptomycota",0.00432421469300194,"norank_p__Cryptomycota",0.00432421469300194,"norank_p__Cryptomycota",0.00432421469300194,"invertebrate_environmental_sample_p__Cryptomycota",0.00432421469300194
"Bin43",0.00110671149072461,"OTU763",0.43311416253691,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","Eukaryota",1,"Fungi",0.815693389010811,"Basidiomycota",0.00479776736944924,"Hydrozoa",0.0011488184268262,"Limnomedusae",0.0011488184268262,"norank_o__Limnomedusae",0.0011488184268262,"norank_o__Limnomedusae",0.0011488184268262,"Craspedacusta_sowerbii",0.0011488184268262
"Bin44",0.00339273207392606,"OTU673",0.243852457613062,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Eubodonida","norank_o__Eubodonida","Bodo","unclassified_g__Bodo","Eukaryota",1,"Discoba",0.505361560207848,"Euglenozoa",0.505361560207848,"Kinetoplastea",0.505361560207848,"Chaetothyriales",0.304387263008966,"Trichomeriaceae",0.304387263008966,"Bodo",0.250244918211748,"Knufia_perforans",0.102835810910663
"Bin45",0.000799877747324855,"OTU2365",0.212381185639113,"Eukaryota","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","unclassified_f__Sarcosomataceae","unclassified_f__Sarcosomataceae","Eukaryota",1,"Fungi",0.948870561123734,"Ascomycota",0.911192847717555,"Leotiomycetes",0.542902374427951,"Helotiales",0.433101924651088,"Sarcosomataceae",0.212381185639113,"norank_o__Helotiales",0.16045780597753,"Marssonina_brunnea_f._sp._multigermtubi_MB_m1",0.115470565713205
"Bin46",0.0552719398695903,"OTU3871",0.786219314419514,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","unclassified_f__Aureobasidiaceae","unclassified_f__Aureobasidiaceae","Eukaryota",1,"Fungi",0.999224463897621,"Ascomycota",0.999188328991595,"Dothideomycetes",0.877271246223411,"Dothideales",0.797948887160714,"Aureobasidiaceae",0.786289226659969,"Cladosporium",0.0743738485604876,"Cladosporium_herbarum",0.0743738485604876
"Bin47",0.0600886178230835,"OTU945",0.858526860034777,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_oligosperma","Eukaryota",1,"Fungi",0.999975914783293,"Ascomycota",0.999911159751006,"Eurotiomycetes",0.867653286343873,"Chaetothyriales",0.867191090453326,"Herpotrichiellaceae",0.866984469887739,"Exophiala",0.858998287204663,"Exophiala_oligosperma",0.858998287204663
"Bin48",0.0308872914742571,"OTU819",0.671190940846662,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorodendrophyceae","Chlorodendrales","norank_o__Chlorodendrales","Tetraselmis","unclassified_g__Tetraselmis","Eukaryota",1,"Chloroplastida",0.671281968715179,"norank_k__Chloroplastida",0.671281968715179,"Chlorodendrophyceae",0.671281968715179,"Chlorodendrales",0.671281968715179,"norank_o__Chlorodendrales",0.671281968715179,"Tetraselmis",0.671281968715179,"Mortierella_alpina",0.156979390332736
"Bin49",0.000893855864935583,"OTU2321",0.315807929464464,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","Eukaryota",1,"Fungi",0.825853573380436,"Cryptomycota",0.330208670489522,"norank_p__Cryptomycota",0.330208670489522,"norank_p__Cryptomycota",0.330208670489522,"norank_p__Cryptomycota",0.330208670489522,"norank_p__Cryptomycota",0.330208670489522,"uncultured_rhizosphere_zygomycete",0.310993928291866
"Bin50",0.017839479973981,"OTU3951",0.910690713593364,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"Fungi",0.0537077926684253,"Chytridiomycota",0.00053123529282066,"norank_p__Chytridiomycota",0.00053123529282066,"norank_p__Chytridiomycota",0.00053123529282066,"norank_p__Chytridiomycota",0.00053123529282066,"norank_p__Chytridiomycota",0.00053123529282066,"Catenomyces_persicinus",0.000108526491446519
"Bin51",0.00555017960830053,"OTU3606",0.715816423020675,"Eukaryota","Fungi","Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","invertebrate_environmental_sample_p__Cryptomycota","Eukaryota",1,"Fungi",0.999227284607359,"Cryptomycota",0.715816423020675,"norank_p__Cryptomycota",0.715816423020675,"norank_p__Cryptomycota",0.715816423020675,"norank_p__Cryptomycota",0.715816423020675,"norank_p__Cryptomycota",0.715816423020675,"invertebrate_environmental_sample_p__Cryptomycota",0.715816423020675
"Bin52",0.0144539426541331,"OTU606",0.741177939100434,"Eukaryota","Fungi","Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","unclassified_g__norank_p__Chytridiomycota","Eukaryota",1,"Fungi",0.999881938002241,"Chytridiomycota",0.944223735722726,"norank_p__Chytridiomycota",0.944223735722726,"norank_p__Chytridiomycota",0.944223735722726,"norank_p__Chytridiomycota",0.944223735722726,"norank_p__Chytridiomycota",0.944223735722726,"Zygorhizidium_aff._melosirae_KS-2016",0.000152233184353346
"Bin53",0.000333119069360974,"OTU784",0.306965453981454,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","Eukaryota",1,"Fungi",0.835698518309803,"Mucoromycota",0.290712839164589,"norank_p__Mucoromycota",0.290712839164589,"norank_p__Mucoromycota",0.290712839164589,"norank_p__Mucoromycota",0.290712839164589,"norank_p__Mucoromycota",0.290712839164589,"Umbelopsis_nana",0.243209260647271
"Bin54",0.00661753870221231,"OTU3590",0.913457403478476,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","Eukaryota",1,"Fungi",0.9909381559911,"LKM15",0.0635776110197213,"norank_p__LKM15",0.0635776110197213,"norank_p__LKM15",0.0635776110197213,"norank_p__LKM15",0.0635776110197213,"norank_p__LKM15",0.0635776110197213,"Mitosporidium_daphniae",0.00230294687186248
"Bin55",0.000145689633725325,"OTU1520",0.112826971443685,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"Fungi",0.370222161362889,"LKM15",0.19872784593196,"norank_p__LKM15",0.19872784593196,"norank_p__LKM15",0.19872784593196,"norank_p__LKM15",0.19872784593196,"norank_p__LKM15",0.19872784593196,"uncultured_eukaryote_p__LKM15",0.187533220313002
"Bin56",0.00180947864143178,"OTU2384",0.500374882077829,"Eukaryota","Fungi","Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","uncultured_alveolate_p__Cryptomycota","Eukaryota",1,"Fungi",0.833620586830833,"Cryptomycota",0.501496437732054,"norank_p__Cryptomycota",0.501496437732054,"norank_p__Cryptomycota",0.501496437732054,"norank_p__Cryptomycota",0.501496437732054,"norank_p__Cryptomycota",0.501496437732054,"uncultured_alveolate_p__Cryptomycota",0.500374882077829
"Bin57",0.0110092285742515,"OTU793",0.990994898114596,"Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","unclassified_f__Ustilaginaceae","unclassified_f__Ustilaginaceae","Eukaryota",1,"Fungi",0.995315902733369,"Basidiomycota",0.99419363496444,"Ustilaginomycetes",0.99419363496444,"Ustilaginales",0.99419363496444,"Ustilaginaceae",0.99419363496444,"norank_o__Hemiptera",0.000414949042610467,"Aphis_citricidus_brown_citrus_aphid",0.000414949042610467
"Bin58",0.000331738760907252,"OTU3935",0.634199874485793,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.205080465617309,"SAR_d__Eukaryota",0.188901882315485,"Cercomonadidae",0.188901882315485,"norank_c__Cercomonadidae",0.188901882315485,"norank_c__Cercomonadidae",0.188901882315485,"Cercomonas",0.0969804834652573,"Cercomonas_longicauda",0.0969804834652573
"Bin59",0.000647143864331327,"OTU2429",0.279422087532073,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Barnettozyma-Candida_clade","Barnettozyma_californica","Eukaryota",1,"Fungi",0.988887307764576,"Ascomycota",0.726397881296087,"Saccharomycetes",0.72055267994308,"Saccharomycetales",0.72055267994308,"Phaffomycetaceae",0.330814429342717,"Barnettozyma-Candida_clade",0.283347946911525,"Barnettozyma_californica",0.279422087532073
"Bin60",0.0046650253797562,"OTU2815",0.953365801668049,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.00185932164961316,"SAR_d__Eukaryota",0.00185932164961316,"Cercomonadidae",0.00135715544859971,"norank_c__Cercomonadidae",0.00135715544859971,"norank_c__Cercomonadidae",0.00135715544859971,"Cercomonas",0.00135715544859971,"Cercozoa_sp._ATCC_50407",0.00135715544859971
"Bin61",0.000207841785958759,"OTU2945",0.642727357725693,"Eukaryota","Animalia","Bryozoa","Gymnolaemata","unclassified_c__Gymnolaemata","unclassified_c__Gymnolaemata","unclassified_c__Gymnolaemata","unclassified_c__Gymnolaemata","Eukaryota",1,"Animalia",0.688959146927658,"Bryozoa",0.642727357725693,"Gymnolaemata",0.642727357725693,"Rhabdocoela",0.00769828482759393,"norank_o__Rhabdocoela",0.00769828482759393,"norank_o__Rhabdocoela",0.00769828482759393,"Gyratrix_hermaphroditus",0.00769828482759393
"Bin62",0.0599685737449681,"OTU928",0.614609955169427,"Eukaryota","Fungi","Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","Mucor_racemosus","Eukaryota",1,"Fungi",0.717885944781267,"Mucoromycota",0.717861104469342,"norank_p__Mucoromycota",0.717861104469342,"norank_p__Mucoromycota",0.717861104469342,"norank_p__Mucoromycota",0.717861104469342,"norank_p__Mucoromycota",0.717861104469342,"Mucor_racemosus",0.614609955169427
"Bin63",0.000508949872427956,"OTU712",0.449269619134517,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.0933611754703642,"SAR_d__Eukaryota",0.0933611754703642,"Phytomyxea",0.0896140169899246,"norank_c__Phytomyxea",0.0896140169899246,"norank_c__Phytomyxea",0.0896140169899246,"norank_c__Phytomyxea",0.0396475733183601,"uncultured_eukaryote_c__Phytomyxea",0.0298524456747483
"Bin64",0.000353194100199815,"OTU3504",0.148407692559473,"Eukaryota","Discoba","Euglenozoa","Diplonemea","norank_c__Diplonemea","norank_c__Diplonemea","unclassified_f__norank_c__Diplonemea","unclassified_f__norank_c__Diplonemea","Eukaryota",1,"Discoba",0.546592849598384,"Euglenozoa",0.538906654562594,"Diplonemea",0.229471029051382,"norank_c__Diplonemea",0.229471029051382,"norank_c__Diplonemea",0.229471029051382,"Ichthyobodo",0.140225865622731,"uncultured_eukaryote_g__Ichthyobodo",0.0273653727053565
"Bin65",0.0166959050949826,"OTU605",0.727888822395662,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia_vishniacii","Eukaryota",1,"Fungi",0.954893303900595,"Basidiomycota",0.944437266140173,"Tremellomycetes",0.884851929859645,"Filobasidiales",0.733917576147839,"Filobasidiaceae",0.733650568387311,"Naganishia",0.73139447869915,"Naganishia_vishniacii",0.727888822395662
"Bin66",0.00291998157241808,"OTU3587",0.489996490450329,"Eukaryota","Fungi","Basidiomycota","Cystobasidiomycetes","norank_c__Cystobasidiomycetes","norank_c__Cystobasidiomycetes","norank_c__Cystobasidiomycetes","unclassified_g__norank_c__Cystobasidiomycetes","Eukaryota",1,"Fungi",0.997971236509396,"Basidiomycota",0.996468117578214,"Cystobasidiomycetes",0.489996490450329,"norank_c__Cystobasidiomycetes",0.489996490450329,"norank_c__Cystobasidiomycetes",0.489996490450329,"norank_c__Cystobasidiomycetes",0.489996490450329,"Phallus_hadriani",0.0516914568260836
"Bin67",0.0280130328434446,"OTU3978",0.335938290253577,"Eukaryota","Fungi","Basidiomycota","Cystobasidiomycetes","unclassified_c__Cystobasidiomycetes","unclassified_c__Cystobasidiomycetes","unclassified_c__Cystobasidiomycetes","unclassified_c__Cystobasidiomycetes","Eukaryota",1,"Fungi",0.987591490686926,"Basidiomycota",0.985978746163371,"Microbotryomycetes",0.526881171531889,"Leucosporidiales",0.304823023145298,"Leucosporidiaceae",0.304823023145298,"Leucosporidium",0.304823023145298,"Leucosporidium_scottii",0.304823023145298
"Bin68",0.00977826685685171,"OTU3865",0.249337244933887,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Choanoflagellida","norank_c__Choanoflagellida","norank_c__Choanoflagellida","norank_c__Choanoflagellida","unclassified_g__norank_c__Choanoflagellida","Eukaryota",1,"norank_d__Eukaryota",0.528285993661101,"norank_d__Eukaryota",0.452775084048996,"Choanoflagellida",0.442210116366403,"norank_c__Choanoflagellida",0.430639912516099,"norank_c__Choanoflagellida",0.39353664033935,"norank_c__Choanoflagellida",0.39353664033935,"uncultured_freshwater_eukaryote_c__Choanoflagellida",0.087791702353056
"Bin69",0.000454945453005891,"OTU711",0.50686496592966,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","Eukaryota",1,"norank_d__Eukaryota",0.581950331629851,"SAR_d__Eukaryota",0.581950331629851,"Thecofilosea",0.50686496592966,"norank_c__Imbricatea",0.0493275491322232,"Thaumatomonadida",0.0493275491322232,"Gyromitus",0.0493275491322232,"Peregrinia_clavideferens",0.0397879587323694
"Bin70",0.0303401805769357,"OTU761",0.584175342545127,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.10533660913297,"SAR_d__Eukaryota",0.0900589081461049,"Thecofilosea",0.082067594854655,"Cryomonadida",0.065163419809595,"Rhizaspididae",0.0645520006158967,"Rhogostoma",0.0645520006158967,"Bosmina_longirostris_o__Diplostraca",0.0244807910620159
"Bin71",0.00145821848932923,"OTU2409",0.345839515678146,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Clathrulinidae","norank_c__Clathrulinidae","norank_c__Clathrulinidae","Hedriocystis","uncultured_eukaryote_g__Hedriocystis","Eukaryota",1,"norank_d__Eukaryota",0.513008603176184,"SAR_d__Eukaryota",0.513008603176184,"Clathrulinidae",0.345839515678146,"norank_c__Clathrulinidae",0.345839515678146,"norank_c__Clathrulinidae",0.345839515678146,"Hedriocystis",0.345839515678146,"uncultured_eukaryote_g__Hedriocystis",0.345839515678146
"Bin72",0.000529239085894406,"OTU883",0.353688282835783,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","uncultured_freshwater_cercozoan_p__SAR_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.835757429253703,"SAR_d__Eukaryota",0.810806917934949,"norank_p__SAR_d__Eukaryota",0.536813965333643,"norank_p__SAR_d__Eukaryota",0.536813965333643,"norank_p__SAR_d__Eukaryota",0.536813965333643,"norank_p__SAR_d__Eukaryota",0.536813965333643,"uncultured_freshwater_cercozoan_p__SAR_d__Eukaryota",0.353688282835783
"Bin73",0.0202735913006513,"OTU707",0.362233924429473,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Novel_Clade_2","norank_c__Novel_Clade_2","norank_c__Novel_Clade_2","norank_c__Novel_Clade_2","uncultured_freshwater_cercozoan_c__Novel_Clade_2","Eukaryota",1,"norank_d__Eukaryota",0.595285666583765,"SAR_d__Eukaryota",0.595285666583765,"Novel_Clade_2",0.474583723546206,"norank_c__Novel_Clade_2",0.474583723546206,"norank_c__Novel_Clade_2",0.474583723546206,"norank_c__Novel_Clade_2",0.474583723546206,"uncultured_freshwater_cercozoan_c__Novel_Clade_2",0.366596025644861
"Bin74",0.00624083594097524,"OTU2450",0.522746409631572,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.24233983310902,"SAR_d__Eukaryota",0.24233983310902,"Imbricatea",0.0124751163599145,"norank_c__Imbricatea",0.0124751163599145,"Euglyphida",0.0117509817954207,"norank_f__Euglyphida",0.00629777901166067,"metagenome_f__Euglyphida",0.00534268654840946
"Bin75",0.000278869302948323,"OTU3676",0.204891323280392,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","uncultured_Eimeriidae_p__SAR_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.936266242032349,"SAR_d__Eukaryota",0.936266242032349,"Glissomonadida",0.311381724506023,"norank_c__Glissomonadida",0.311381724506023,"norank_c__Glissomonadida",0.311381724506023,"norank_p__SAR_d__Eukaryota",0.210157823887614,"uncultured_Eimeriidae_p__SAR_d__Eukaryota",0.204891323280392
"Bin76",0.00133108108040404,"OTU2428",0.347954952732398,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","Eukaryota",1,"norank_d__Eukaryota",0.29690522422303,"SAR_d__Eukaryota",0.29690522422303,"Cercomonadidae",0.197104255799153,"norank_c__Cercomonadidae",0.197104255799153,"norank_c__Cercomonadidae",0.197104255799153,"Cercomonas",0.119935069555183,"Eocercomonas_sp._HFCC_907",0.0473373889336378
"Bin77",0.0112797718599891,"OTU3911",0.871979097723777,"Eukaryota","Fungi","Blastocladiomycota","norank_p__Blastocladiomycota","norank_p__Blastocladiomycota","norank_p__Blastocladiomycota","norank_p__Blastocladiomycota","unclassified_g__norank_p__Blastocladiomycota","Eukaryota",1,"Fungi",0.976531130082461,"Blastocladiomycota",0.95857010284179,"norank_p__Blastocladiomycota",0.95857010284179,"norank_p__Blastocladiomycota",0.95857010284179,"norank_p__Blastocladiomycota",0.95857010284179,"norank_p__Blastocladiomycota",0.95857010284179,"Absidia_glauca",0.0174333510179574
"Bin78",0.000286825716943356,"OTU3674",0.38194607207465,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Glissomonadida","norank_c__Glissomonadida","norank_c__Glissomonadida","norank_c__Glissomonadida","uncultured_Cercozoa_c__Glissomonadida","Eukaryota",1,"norank_d__Eukaryota",0.85457653840094,"SAR_d__Eukaryota",0.85457653840094,"Glissomonadida",0.732890414879976,"norank_c__Glissomonadida",0.732890414879976,"norank_c__Glissomonadida",0.732890414879976,"norank_c__Glissomonadida",0.481811146243261,"uncultured_Cercozoa_c__Glissomonadida",0.390149132345767
