"ID","Bin","TaxonRelativeAbundance","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU3325","Bin2",1.34038508987847e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3326","Bin39",7.75633925607399e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3327","Bin2",3.95829978493881e-06,"Eukaryota","Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","unclassified_g__norank_k__Cryptophyceae"
"OTU3328","Bin10",1.5512678512148e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota"
"OTU3329","Bin74",7.75633925607399e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","unclassified_f__norank_c__Cercomonadidae","unclassified_f__norank_c__Cercomonadidae"
"OTU3330","Bin72",1.9390848140185e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU3331","Bin45",1.48114609216471e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3332","Bin2",1.1634508884111e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3333","Bin77",7.75633925607399e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3334","Bin18",1.5512678512148e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Colpodea","unclassified_f__Colpodea","unclassified_f__Colpodea"
"OTU3335","Bin46",7.75633925607399e-07,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"OTU3336","Bin46",3.39731073530943e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"OTU3337","Bin38",1.1634508884111e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","Askenasia_sp._LWW2010032604"
"OTU3338","Bin32",3.37536591335101e-06,"Eukaryota","Chloroplastida","Phragmoplastophyta","Embryophyta","norank_c__Embryophyta","norank_c__Embryophyta","norank_c__Embryophyta","unclassified_g__norank_c__Embryophyta"
"OTU3339","Bin2",7.75633925607399e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3340","Bin49",2.84219685521655e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU3341","Bin2",7.75633925607399e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3342","Bin24",7.75633925607399e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Colpodellida","norank_c__Colpodellida","norank_c__Colpodellida","Colpodella","Colpodella_edax"
"OTU3343","Bin72",7.75633925607399e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Glissomonadida","norank_c__Glissomonadida","norank_c__Glissomonadida","Bodomorpha","metagenome_g__Bodomorpha"
"OTU3344","Bin73",8.84362988647927e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Novel_Clade_2","norank_c__Novel_Clade_2","norank_c__Novel_Clade_2","norank_c__Novel_Clade_2","uncultured_freshwater_cercozoan_c__Novel_Clade_2"
"OTU3345","Bin11",1.1634508884111e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","unclassified_o__Gregarinasina","unclassified_o__Gregarinasina","unclassified_o__Gregarinasina"
"OTU3346","Bin62",1.46986358477218e-05,"Eukaryota","Fungi","Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","unclassified_g__norank_p__Mucoromycota"
"OTU3347","Bin70",1.49731038430997e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3348","Bin7",5.75063363497882e-06,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","unclassified_g__norank_p__Kathablepharidae"
"OTU3349","Bin29",1.9390848140185e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3350","Bin1",7.75633925607399e-07,"Eukaryota","Discoba","Heterolobosea","Tetramitia","norank_c__Tetramitia","norank_c__Tetramitia","Vahlkampfia","Vahlkampfia_avara"
"OTU3351","Bin17",1.83116988020884e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Hypotrichia","unclassified_f__Hypotrichia","unclassified_f__Hypotrichia"
"OTU3352","Bin65",7.42950347982594e-05,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"OTU3353","Bin37",7.75633925607399e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3354","Bin64",1.1634508884111e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3355","Bin26",3.87816962803699e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3356","Bin36",1.72478967105586e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3357","Bin11",8.19340360719548e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Neogregarinorida","Mattesia","Mattesia_sp._SV-2003"
"OTU3358","Bin3",7.75633925607399e-07,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Vannellida","norank_o__Vannellida","unclassified_f__norank_o__Vannellida","unclassified_f__norank_o__Vannellida"
"OTU3359","Bin12",2.08821648711392e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","Elev-18S-1089","unclassified_g__Elev-18S-1089"
"OTU3360","Bin35",1.9390848140185e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3361","Bin68",7.75633925607399e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3362","Bin60",3.20289792893552e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3363","Bin22",3.67606441493006e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3364","Bin66",1.10949342150627e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"OTU3365","Bin10",4.03659528251955e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","Atkinsiella_dubia"
"OTU3366","Bin66",7.75633925607399e-07,"Eukaryota","Fungi","Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota"
"OTU3367","Bin62",1.5512678512148e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3368","Bin46",7.75633925607399e-07,"Eukaryota","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha_coccinea"
"OTU3369","Bin77",1.41133920246976e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3370","Bin30",7.75633925607399e-07,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","unclassified_g__Sorodiplophrys"
"OTU3371","Bin69",9.58624495636549e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3372","Bin51",1.9390848140185e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU3373","Bin11",3.32848026451881e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Vampyrellidae","norank_c__Vampyrellidae","norank_c__Vampyrellidae","norank_c__Vampyrellidae","uncultured_alveolate_c__Vampyrellidae"
"OTU3374","Bin25",5.42943747925179e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3375","Bin68",1.1634508884111e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3376","Bin71",1.76462689356569e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3377","Bin29",2.61075474308868e-06,"Eukaryota","Amoebozoa","Centrohelida","norank_p__Centrohelida","norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida"
"OTU3378","Bin74",2.53499090939298e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3379","Bin70",3.61689360620362e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea"
"OTU3380","Bin3",1.95806605731651e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Vannellida","norank_o__Vannellida","Vannella","unclassified_g__Vannella"
"OTU3381","Bin32",8.92274554064031e-05,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","unclassified_g__norank_c__Chlorophyceae"
"OTU3382","Bin37",1.30537737154434e-06,"Eukaryota","Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","Cryptomonadales","norank_o__Cryptomonadales","Cryptomonas","metagenome_g__Cryptomonas"
"OTU3383","Bin69",2.51367005097327e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3384","Bin13",5.22150948617736e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","unclassified_g__norank_f__Eugregarinorida"
"OTU3385","Bin69",1.22349621860502e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3386","Bin38",6.04269217084153e-06,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU3387","Bin25",1.30537737154434e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3388","Bin14",2.95506262129201e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"OTU3389","Bin57",2.31082214059517e-06,"Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","unclassified_f__Ustilaginaceae","unclassified_f__Ustilaginaceae"
"OTU3390","Bin28",1.30537737154434e-06,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","unclassified_g__norank_d__Eukaryota"
"OTU3391","Bin36",4.56882080040519e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3392","Bin26",1.30537737154434e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","unclassified_g__norank_c__Tubulinea"
"OTU3393","Bin57",4.56826885676544e-06,"Eukaryota","Animalia","Arthropoda","Insecta","Hemiptera","norank_o__Hemiptera","norank_o__Hemiptera","Aphis_citricidus_brown_citrus_aphid"
"OTU3394","Bin20",5.84387960748723e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Phyllopharyngea","unclassified_f__Phyllopharyngea","unclassified_f__Phyllopharyngea"
"OTU3395","Bin11",1.30537737154434e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Vampyrellidae","norank_c__Vampyrellidae","norank_c__Vampyrellidae","norank_c__Vampyrellidae","uncultured_Rhizaria_c__Vampyrellidae"
"OTU3396","Bin61",1.30537737154434e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3397","Bin73",2.52887359014936e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3398","Bin38",7.32869810972689e-06,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU3399","Bin38",2.94461423898755e-06,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU3400","Bin69",2.61075474308868e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3401","Bin37",1.30537737154434e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3402","Bin69",4.40469053210005e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3403","Bin4",5.33708560925401e-05,"Eukaryota","Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","Goniomonas","unclassified_g__Goniomonas"
"OTU3404","Bin25",9.65717069196369e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3405","Bin68",1.95806605731651e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","Tremula_longifila"
"OTU3406","Bin70",2.84743481436902e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3407","Bin70",7.73656979025155e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3408","Bin7",0.000158948740336221,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae"
"OTU3409","Bin10",2.37200683627493e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota"
"OTU3410","Bin30",4.89361691199358e-06,"Eukaryota","norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota"
"OTU3411","Bin24",7.66461265246285e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3412","Bin71",2.41384320281467e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3413","Bin17",1.30537737154434e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Hypotrichia","unclassified_f__Hypotrichia","unclassified_f__Hypotrichia"
"OTU3414","Bin44",5.18754266835774e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Eubodonida","norank_o__Eubodonida","Bodo","unclassified_g__Bodo"
"OTU3415","Bin68",1.30537737154434e-06,"Eukaryota","Animalia","Mollusca","Bivalvia","Mytiloida","norank_o__Mytiloida","norank_o__Mytiloida","unclassified_g__norank_o__Mytiloida"
"OTU3416","Bin29",3.31840569082674e-06,"Eukaryota","Amoebozoa","Centrohelida","norank_p__Centrohelida","norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida"
"OTU3417","Bin62",1.30537737154434e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3418","Bin5",3.09968112298221e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Novel_Clade_10","norank_c__Novel_Clade_10","norank_c__Novel_Clade_10","norank_c__Novel_Clade_10","unclassified_g__norank_c__Novel_Clade_10"
"OTU3419","Bin20",1.30537737154434e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata","unclassified_c__Intramacronucleata"
"OTU3420","Bin20",1.30537737154434e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","unclassified_o__Conthreep","unclassified_o__Conthreep","unclassified_o__Conthreep"
"OTU3421","Bin56",1.30537737154434e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3422","Bin38",1.30537737154434e-06,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU3423","Bin21",0.000483626098747378,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3424","Bin78",5.05800367507943e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU3425","Bin2",2.61004345996298e-05,"Eukaryota","Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","uncultured_eukaryote_k__Cryptophyceae"
"OTU3426","Bin64",1.30537737154434e-06,"Eukaryota","Amoebozoa","Myxogastria","norank_p__Myxogastria","norank_p__Myxogastria","norank_p__Myxogastria","unclassified_f__norank_p__Myxogastria","unclassified_f__norank_p__Myxogastria"
"OTU3427","Bin69",4.75469184551591e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3428","Bin3",1.95806605731651e-06,"Eukaryota","norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota"
"OTU3429","Bin4",3.30316381841368e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3430","Bin67",6.55282669266317e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU3431","Bin64",1.79032958259724e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","norank_c__Kinetoplastea","norank_c__Kinetoplastea","Ichthyobodo","unclassified_g__Ichthyobodo"
"OTU3432","Bin5",1.95806605731651e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Labyrinthulomycetes_p__SAR_p__SAR_d__Eukaryota","norank_c__Labyrinthulomycetes_p__SAR_p__SAR_d__Eukaryota","Amphitraemidae","norank_f__Amphitraemidae","unclassified_g__norank_f__Amphitraemidae"
"OTU3433","Bin3",5.87419817194953e-06,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
