"Bin","TaxonRelativeAbundance","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Bin26",1.05826824983597e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin48",0.000536493658892098,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","eukaryotic_picoplankton_environmental_sample_p__SAR_d__Eukaryota"
"Bin74",1.87174732621491e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin68",2.74499266733536e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin23",5.10447836841029e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin18",5.68250239266757e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Colpodea","norank_f__Colpodea","Pseudocyrtolophosis_alpestris"
"Bin23",7.76063383213043e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin68",8.3581000912458e-06,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Ichthyosporea","Pseudoperkinsidae","norank_o__Pseudoperkinsidae","Anurofeca","Anurofeca_sp._LAH-2003"
"Bin69",2.0651786817772e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin55",1.27995844630514e-05,"Eukaryota","Fungi","LKM15","norank_p__LKM15","norank_p__LKM15","norank_p__LKM15","norank_p__LKM15","uncultured_eukaryote_p__LKM15"
"Bin34",1.05826824983597e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin39",1.88013954626322e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin68",1.11578271536802e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin13",0.000381126650467441,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"Bin67",1.05826824983597e-06,"Eukaryota","Fungi","Basidiomycota","Agaricostilbomycetes","unclassified_c__Agaricostilbomycetes","unclassified_c__Agaricostilbomycetes","unclassified_c__Agaricostilbomycetes","unclassified_c__Agaricostilbomycetes"
"Bin4",5.15614747125793e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","BOLA868","uncultured_Hartmannellidae"
"Bin29",7.05512166557312e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin12",7.05512166557312e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin22",1.76378041639328e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin69",1.05826824983597e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin53",1.05826824983597e-06,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","Leptosphaeria_biglobosa_brassicae_group_g__Leptosphaeria"
"Bin44",2.46929258295059e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","Neobodonida","norank_o__Neobodonida","unclassified_f__norank_o__Neobodonida","unclassified_f__norank_o__Neobodonida"
"Bin69",6.88805995961812e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin28",2.08312934920854e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin5",1.26605692106459e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin47",1.86583055983054e-06,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales"
"Bin47",1.99383827852149e-06,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Parascedosporium","unclassified_g__Parascedosporium"
"Bin8",8.78110890720683e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae"
"Bin64",1.05826824983597e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin51",7.05512166557312e-07,"Eukaryota","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces","unclassified_g__Archaeorhizomyces"
"Bin35",7.05512166557312e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin6",2.90710714990598e-06,"Eukaryota","norank_d__Eukaryota","Preaxostyla","norank_p__Preaxostyla","norank_p__Preaxostyla","norank_p__Preaxostyla","Paratrimastix","Paratrimastix_pyriformis_ATCC50562"
"Bin69",3.66466074211303e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin68",1.41102433311462e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin53",7.05512166557312e-07,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin69",1.05826824983597e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin50",1.41102433311462e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin13",1.97543406636047e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"Bin73",3.17480474950791e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","unclassified_g__norank_c__Cercomonadidae"
"Bin32",3.17480474950791e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Ascetosporea","Haplosporida","norank_o__Haplosporida","unclassified_f__norank_o__Haplosporida","unclassified_f__norank_o__Haplosporida"
"Bin1",1.80844256097059e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Centramoebida","norank_o__Centramoebida","norank_o__Centramoebida","uncultured_eukaryote_o__Centramoebida"
"Bin69",1.41102433311462e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin24",6.44929984990722e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin67",1.3429973131534e-06,"Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","unclassified_f__Sporidiobolaceae","unclassified_f__Sporidiobolaceae"
"Bin69",1.39418982227002e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin57",7.05512166557312e-07,"Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","unclassified_f__Ustilaginaceae","unclassified_f__Ustilaginaceae"
"Bin29",7.05512166557312e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin51",2.35000786482725e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin47",0.000113602613013202,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales","unclassified_o__Pleosporales"
"Bin54",8.74020296932277e-06,"Eukaryota","Fungi","LKM15","norank_p__LKM15","norank_p__LKM15","norank_p__LKM15","norank_p__LKM15","Lamproderma_sp._SAPA100012"
"Bin58",1.41102433311462e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","metagenome_c__Cercomonadidae"
"Bin36",7.40787774885178e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin76",4.84728735803764e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Imbricatea","norank_c__Imbricatea","norank_c__Imbricatea","Nudifila","metagenome_g__Nudifila"
"Bin33",1.55498021287679e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida","unclassified_p__norank_k__Chloroplastida"
"Bin33",1.43017879221057e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","unclassified_g__norank_c__Trebouxiophyceae"
"Bin75",3.88885500516193e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin3",1.55405212246129e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","norank_k__Amoebozoa","Breviata_anathema"
"Bin13",1.04228975659005e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","unclassified_g__norank_f__Eugregarinorida"
"Bin66",1.16623515965759e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes","unclassified_c__Agaricomycetes"
"Bin68",3.04504450711498e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin58",1.55498021287679e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","Tulasnella_asymmetrica"
"Bin77",7.77490106438396e-07,"Eukaryota","Fungi","Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","Absidia_repens"
"Bin70",2.90892374329413e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Thecofilosea","Cryomonadida","Rhizaspididae","Rhogostoma","unclassified_g__Rhogostoma"
"Bin78",3.10996042575358e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin53",1.55498021287679e-06,"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Trichomonascus","unclassified_g__Trichomonascus"
"Bin49",5.14762409170891e-06,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Ichthyosporea","Pseudoperkinsidae","norank_o__Pseudoperkinsidae","norank_o__Pseudoperkinsidae","Sphaeroforma_tapetis"
"Bin77",0.000196644222237669,"Eukaryota","Fungi","Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","Absidia_glauca"
"Bin31",4.85290604076239e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","unclassified_g__norank_c__Chlorophyceae"
"Bin65",2.26038057783653e-05,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","unclassified_g__Naganishia"
"Bin62",0.00190033763760887,"Eukaryota","Fungi","Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","norank_p__Mucoromycota","Pilaira_anomala"
"Bin33",7.77490106438396e-07,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","unclassified_g__norank_c__Trebouxiophyceae"
"Bin75",1.16623515965759e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Glissomonadida","norank_c__Glissomonadida","norank_c__Glissomonadida","unclassified_f__norank_c__Glissomonadida","unclassified_f__norank_c__Glissomonadida"
"Bin76",1.55405212246129e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","Cercomonas","unclassified_g__Cercomonas"
"Bin66",2.16544406021758e-06,"Eukaryota","Fungi","Zoopagomycota","norank_p__Zoopagomycota","norank_p__Zoopagomycota","norank_p__Zoopagomycota","norank_p__Zoopagomycota","unclassified_g__norank_p__Zoopagomycota"
"Bin6",2.33247031931519e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin45",3.99262592625911e-06,"Eukaryota","Fungi","Ascomycota","Laboulbeniomycetes","norank_c__Laboulbeniomycetes","norank_c__Laboulbeniomycetes","norank_c__Laboulbeniomycetes","metagenome_c__Laboulbeniomycetes"
"Bin69",1.90773629615545e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin68",5.05368569184957e-06,"Eukaryota","Animalia","Arthropoda","Arachnida","norank_c__Arachnida","norank_c__Arachnida","norank_c__Arachnida","Tarsonemidae_gen._sp._AD1063"
"Bin32",7.77490106438396e-07,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","unclassified_g__norank_c__Chlorophyceae"
"Bin9",3.49870547897278e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Eustigmatophyceae","Eustigmatales","norank_o__Eustigmatales","Monodus","Monodus_subterranea"
"Bin38",1.55498021287679e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin64",7.77490106438396e-07,"Eukaryota","Amoebozoa","Myxogastria","norank_p__Myxogastria","norank_p__Myxogastria","norank_p__Myxogastria","unclassified_f__norank_p__Myxogastria","unclassified_f__norank_p__Myxogastria"
"Bin6",4.23732108008926e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin74",3.30907544185532e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Imbricatea","norank_c__Imbricatea","Euglyphida","norank_f__Euglyphida","unclassified_g__norank_f__Euglyphida"
"Bin63",1.10546046841272e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Phytomyxea","norank_c__Phytomyxea","norank_c__Phytomyxea","norank_c__Phytomyxea","Woronina_pythii"
"Bin46",6.57102669800614e-06,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","unclassified_f__Cordycipitaceae","unclassified_f__Cordycipitaceae"
"Bin65",0.000111928557301524,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","unclassified_c__Tremellomycetes","unclassified_c__Tremellomycetes","unclassified_c__Tremellomycetes","unclassified_c__Tremellomycetes"
"Bin42",1.52219166462034e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin26",1.88883970877566e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin13",1.50009465555646e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","unclassified_g__norank_f__Eugregarinorida"
"Bin29",2.1195196094486e-06,"Eukaryota","Amoebozoa","Centrohelida","norank_p__Centrohelida","norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida","unclassified_o__norank_p__Centrohelida"
