"","taxon.name"
"1393","OTU832"
"1394","OTU285"
"1395","OTU3893"
"1396","OTU4089"
"1397","OTU2376"
"1398","OTU1992"
"1399","OTU3876"
"1400","OTU209"
"1401","OTU650"
"1402","OTU266"
"1403","OTU873"
"1404","OTU591"
"1405","OTU834"
"1406","OTU758"
"1407","OTU778"
"1408","OTU765"
"1409","OTU1386"
"1410","OTU189"
"1411","OTU1828"
"1412","OTU2358"
"1413","OTU2001"
"1414","OTU1417"
"1415","OTU2080"
"1416","OTU334"
"1417","OTU566"
"1418","OTU489"
"1419","OTU876"
"1420","OTU201"
"1421","OTU538"
"1422","OTU2525"
"1423","OTU2203"
"1424","OTU2329"
"1425","OTU2342"
"1426","OTU2316"
"1427","OTU2169"
"1428","OTU2307"
"1429","OTU2215"
"1430","OTU2501"
"1431","OTU2166"
"1432","OTU2204"
"1433","OTU2297"
"1434","OTU2651"
"1435","OTU2279"
"1436","OTU2386"
"1437","OTU2831"
"1438","OTU347"
"1439","OTU3617"
"1440","OTU4041"
"1441","OTU3494"
"1442","OTU802"
"1443","OTU2181"
"1444","OTU2243"
"1445","OTU2541"
"1446","OTU2257"
"1447","OTU2517"
"1448","OTU2230"
"1449","OTU782"
"1450","OTU2920"
"1451","OTU2194"
"1452","OTU449"
"1453","OTU464"
"1454","OTU1668"
"1455","OTU440"
"1456","OTU1777"
"1457","OTU2218"
"1458","OTU622"
"1459","OTU202"
"1460","OTU2244"
"1461","OTU3544"
"1462","OTU541"
"1463","OTU2000"
"1464","OTU2079"
"1465","OTU1732"
"1466","OTU1544"
"1467","OTU2390"
"1468","OTU3886"
"1469","OTU4127"
"1470","OTU2862"
"1471","OTU1380"
"1472","OTU2575"
"1473","OTU1468"
"1474","OTU2032"
"1475","OTU2560"
"1476","OTU733"
"1477","OTU2176"
"1478","OTU1370"
"1479","OTU1565"
"1480","OTU1283"
"1481","OTU2847"
"1482","OTU1469"
"1483","OTU1797"
"1484","OTU2151"
"1485","OTU2372"
"1486","OTU882"
"1487","OTU2469"
"1488","OTU2125"
"1489","OTU2696"
"1490","OTU3363"
"1491","OTU2671"
"1492","OTU3997"
"1493","OTU4107"
"1494","OTU219"
"1495","OTU2809"
"1496","OTU5"
"1497","OTU1991"
"1498","OTU1674"
"1499","OTU1753"
"1500","OTU1915"
"1501","OTU1976"
"1502","OTU41"
"1503","OTU2404"
"1504","OTU2654"
"1505","OTU2192"
"1506","OTU2758"
"1507","OTU702"
"1508","OTU1839"
"1509","OTU3026"
"1510","OTU1394"
"1511","OTU2944"
"1512","OTU2980"
"1513","OTU1269"
"1514","OTU3637"
"1515","OTU3129"
"1516","OTU2611"
"1517","OTU3589"
"1518","OTU2751"
"1519","OTU457"
"1520","OTU1114"
"1521","OTU1135"
"1522","OTU1147"
"1523","OTU1200"
"1524","OTU1271"
"1525","OTU1213"
"1526","OTU3080"
"1527","OTU2697"
"1528","OTU3411"
"1529","OTU154"
"1530","OTU4013"
"1531","OTU4032"
"1532","OTU1841"
"1533","OTU1494"
"1534","OTU2839"
"1535","OTU3068"
"1536","OTU2863"
"1537","OTU1368"
"1538","OTU2"
"1539","OTU3249"
"1540","OTU1548"
"1541","OTU1620"
"1542","OTU595"
"1543","OTU2571"
"1544","OTU1128"
"1545","OTU1723"
"1546","OTU2757"
"1547","OTU1763"
"1548","OTU2967"
"1549","OTU1067"
"1550","OTU3203"
"1551","OTU2016"
"1552","OTU2041"
"1553","OTU744"
"1554","OTU95"
"1555","OTU162"
"1556","OTU3620"
"1557","OTU3024"
"1558","OTU3743"
"1559","OTU1677"
"1560","OTU226"
"1561","OTU320"
"1562","OTU3836"
"1563","OTU795"
"1564","OTU654"
"1565","OTU551"
"1566","OTU3007"
"1567","OTU3785"
"1568","OTU957"
"1569","OTU3157"
"1570","OTU955"
"1571","OTU307"
"1572","OTU527"
"1573","OTU4017"
"1574","OTU447"
"1575","OTU2889"
"1576","OTU3644"
"1577","OTU2694"
"1578","OTU4043"
"1579","OTU3834"
"1580","OTU173"
"1581","OTU3792"
"1582","OTU2444"
"1583","OTU544"
"1584","OTU2930"
"1585","OTU3999"
"1586","OTU3979"
"1587","OTU2721"
"1588","OTU1408"
"1589","OTU3374"
"1590","OTU3938"
"1591","OTU2275"
"1592","OTU3404"
"1593","OTU557"
"1594","OTU3387"
"1595","OTU2165"
"1596","OTU3850"
"1597","OTU2891"
"1598","OTU2630"
"1599","OTU2800"
"1600","OTU1815"
"1601","OTU2294"
"1602","OTU1307"
"1603","OTU2550"
"1604","OTU2387"
"1605","OTU2466"
"1606","OTU936"
"1607","OTU2439"
"1608","OTU2478"
"1609","OTU2557"
"1610","OTU1246"
"1611","OTU3514"
"1612","OTU739"
"1613","OTU2374"
"1614","OTU2459"
"1615","OTU1500"
"1616","OTU724"
"1617","OTU3342"
"1618","OTU1108"
"1619","OTU2289"
"1620","OTU2522"
"1621","OTU2532"
"1622","OTU2020"
"1623","OTU2703"
"1624","OTU525"
"1625","OTU255"
"1626","OTU3927"
"1627","OTU3020"
"1628","OTU1093"
"1629","OTU996"
"1630","OTU695"
"1631","OTU3309"
"1632","OTU656"
"1633","OTU2619"
"1634","OTU3889"
"1635","OTU264"
"1636","OTU3722"
"1637","OTU3199"
"1638","OTU312"
"1639","OTU734"
"1640","OTU670"
"1641","OTU325"
"1642","OTU4073"
"1643","OTU3534"
"1644","OTU964"
"1645","OTU79"
"1646","OTU3815"
"1647","OTU114"
"1648","OTU3821"
"1649","OTU1728"
"1650","OTU1722"
"1651","OTU3229"
"1652","OTU3731"
"1653","OTU3750"
"1654","OTU116"
"1655","OTU2669"
"1656","OTU157"
"1657","OTU2027"
"1658","OTU52"
"1659","OTU4"
"1660","OTU3392"
"1661","OTU3105"
"1662","OTU149"
"1663","OTU1482"
"1664","OTU383"
"1665","OTU3191"
"1666","OTU387"
"1667","OTU73"
"1668","OTU1656"
"1669","OTU2067"
"1670","OTU1353"
"1671","OTU34"
"1672","OTU214"
"1673","OTU3665"
"1674","OTU884"
"1675","OTU3355"
"1676","OTU4000"
"1677","OTU3808"
"1678","OTU3803"
"1679","OTU3831"
"1680","OTU2493"
"1681","OTU3646"
"1682","OTU4101"
"1683","OTU4112"
"1684","OTU2582"
"1685","OTU919"
"1686","OTU1026"
"1687","OTU3551"
"1688","OTU1040"
"1689","OTU643"
"1690","OTU803"
"1691","OTU949"
"1692","OTU2814"
"1693","OTU3503"
"1694","OTU992"
"1695","OTU427"
"1696","OTU3727"
"1697","OTU2843"
"1698","OTU2906"
"1699","OTU1265"
"1700","OTU569"
"1701","OTU4095"
"1702","OTU3553"
"1703","OTU509"
"1704","OTU3595"
"1705","OTU172"
"1706","OTU205"
"1707","OTU3499"
"1708","OTU96"
"1709","OTU3567"
"1710","OTU3605"
"1711","OTU12"
"1712","OTU178"
"1713","OTU4084"
"1714","OTU1743"
"1715","OTU3597"
"1716","OTU22"
"1717","OTU3479"
"1718","OTU4168"
"1719","OTU4068"
"1720","OTU138"
"1721","OTU3890"
"1722","OTU4076"
"1723","OTU3524"
"1724","OTU3559"
"1725","OTU4160"
"1726","OTU80"
"1727","OTU4086"
"1728","OTU535"
"1729","OTU2051"
"1730","OTU584"
"1731","OTU3573"
"1732","OTU2572"
"1733","OTU3881"
"1734","OTU2663"
"1735","OTU319"
"1736","OTU3962"
"1737","OTU4087"
"1738","OTU158"
"1739","OTU3603"
"1740","OTU367"
"1741","OTU3682"
"1742","OTU133"
"1743","OTU1867"
"1744","OTU313"
"1745","OTU3799"
"1746","OTU4075"
"1747","OTU532"
"1748","OTU3686"
"1749","OTU3635"
"1750","OTU3535"
"1751","OTU3714"
"1752","OTU3614"
"1753","OTU3680"
"1754","OTU232"
"1755","OTU143"
"1756","OTU971"
"1757","OTU4011"
"1758","OTU869"
"1759","OTU3702"
"1760","OTU903"
"1761","OTU3759"
"1762","OTU767"
"1763","OTU3774"
"1764","OTU2688"
"1765","OTU1083"
"1766","OTU3448"
"1767","OTU2308"
"1768","OTU2274"
"1769","OTU295"
"1770","OTU3522"
"1771","OTU1010"
"1772","OTU1448"
"1773","OTU3974"
"1774","OTU2241"
"1775","OTU2196"
"1776","OTU2443"
"1777","OTU811"
"1778","OTU1226"
"1779","OTU3519"
"1780","OTU678"
"1781","OTU2175"
"1782","OTU2345"
"1783","OTU4134"
"1784","OTU3725"
"1785","OTU684"
"1786","OTU137"
"1787","OTU4085"
"1788","OTU1288"
"1789","OTU2357"
"1790","OTU195"
"1791","OTU3273"
"1792","OTU3596"
"1793","OTU3666"
"1794","OTU816"
"1795","OTU4063"
"1796","OTU3195"
"1797","OTU3550"
"1798","OTU1704"
"1799","OTU1439"
"1800","OTU399"
"1801","OTU775"
"1802","OTU3950"
"1803","OTU3512"
"1804","OTU2842"
"1805","OTU32"
"1806","OTU2512"
"1807","OTU2534"
"1808","OTU3239"
"1809","OTU3485"
"1810","OTU3566"
"1811","OTU3390"
"1812","OTU662"
"1813","OTU1038"
"1814","OTU467"
"1815","OTU3048"
"1816","OTU2286"
"1817","OTU1116"
"1818","OTU1862"
"1819","OTU2506"
"1820","OTU1832"
"1821","OTU1117"
"1822","OTU3723"
"1823","OTU494"
"1824","OTU637"
"1825","OTU2287"
"1826","OTU895"
"1827","OTU17"
"1828","OTU2667"
"1829","OTU473"
"1830","OTU3804"
"1831","OTU1031"
"1832","OTU3698"
"1833","OTU1830"
"1834","OTU3564"
"1835","OTU3602"
"1836","OTU40"
"1837","OTU4088"
"1838","OTU745"
"1839","OTU25"
"1840","OTU2362"
"1841","OTU6"
"1842","OTU3579"
"1843","OTU2371"
"1844","OTU4128"
"1845","OTU1364"
"1846","OTU4153"
"1847","OTU1355"
"1848","OTU395"
"1849","OTU1281"
"1850","OTU1311"
"1851","OTU1248"
"1852","OTU2109"
"1853","OTU3349"
"1854","OTU348"
"1855","OTU369"
"1856","OTU708"
"1857","OTU418"
"1858","OTU2256"
"1859","OTU4131"
"1860","OTU4060"
"1861","OTU562"
"1862","OTU2499"
"1863","OTU3671"
"1864","OTU499"
"1865","OTU674"
"1866","OTU3416"
"1867","OTU3377"
"1868","OTU4126"
"1869","OTU746"
"1870","OTU3764"
"1871","OTU328"
"1872","OTU516"
"1873","OTU944"
"1874","OTU2402"
"1875","OTU4051"
"1876","OTU3794"
"1877","OTU1001"
"1878","OTU2352"
"1879","OTU2262"
"1880","OTU2292"
"1881","OTU3976"
"1882","OTU119"
"1883","OTU519"
"1884","OTU2756"
"1885","OTU150"
"1886","OTU3817"
"1887","OTU160"
"1888","OTU540"
"1889","OTU100"
"1890","OTU3253"
"1891","OTU3452"
"1892","OTU2936"
"1893","OTU2990"
"1894","OTU3370"
"1895","OTU4082"
"1896","OTU176"
"1897","OTU3298"
"1898","OTU1538"
"1899","OTU3643"
"1900","OTU3862"
"1901","OTU3449"
"1902","OTU3530"
"1903","OTU1658"
"1904","OTU1034"
"1905","OTU1973"
"1906","OTU3296"
"1907","OTU2167"
"1908","OTU7"
"1909","OTU1018"
"1910","OTU2468"
"1911","OTU2917"
"1912","OTU2544"
"1913","OTU870"
"1914","OTU2433"
"1915","OTU2277"
"1916","OTU1"
"1917","OTU1928"
"1918","OTU3572"
"1919","OTU2725"
"1920","OTU433"
"1921","OTU4059"
"1922","OTU360"
"1923","OTU4024"
"1924","OTU2420"
"1925","OTU3959"
"1926","OTU3963"
"1927","OTU2229"
"1928","OTU3410"
"1929","OTU911"
"1930","OTU1145"
"1931","OTU2200"
"1932","OTU2856"
"1933","OTU894"
"1934","OTU1891"
"1935","OTU1361"
"1936","OTU1983"
"1937","OTU2147"
"1938","OTU1030"
"1939","OTU1783"
"1940","OTU2139"
"1941","OTU1516"
"1942","OTU248"
"1943","OTU393"
"1944","OTU336"
"1945","OTU3306"
"1946","OTU902"
"1947","OTU3224"
"1948","OTU379"
"1949","OTU3649"
"1950","OTU76"
"1951","OTU3814"
"1952","OTU3633"
"1953","OTU4058"
"1954","OTU3845"
"1955","OTU4092"
"1956","OTU304"
"1957","OTU995"
"1958","OTU1071"
"1959","OTU720"
"1960","OTU924"
"1961","OTU518"
"1962","OTU917"
"1963","OTU42"
"1964","OTU47"
"1965","OTU889"
"1966","OTU2646"
"1967","OTU171"
"1968","OTU16"
"1969","OTU545"
"1970","OTU3958"
"1971","OTU938"
"1972","OTU245"
"1973","OTU3350"
"1974","OTU4090"
"1975","OTU753"
"1976","OTU4163"
"1977","OTU975"
"1978","OTU3045"
"1979","OTU1121"
"1980","OTU1164"
"1981","OTU3213"
"1982","OTU1125"
"1983","OTU1359"
"1984","OTU1305"
"1985","OTU1158"
"1986","OTU3085"
"1987","OTU3208"
"1988","OTU3781"
"1989","OTU4014"
"1990","OTU1432"
"1991","OTU3206"
"1992","OTU1020"
"1993","OTU1555"
"1994","OTU2737"
"1995","OTU1061"
"1996","OTU1412"
"1997","OTU4061"
"1998","OTU1935"
"1999","OTU3798"
"2000","OTU165"
"2001","OTU3151"
"2002","OTU2356"
"2003","OTU546"
"2004","OTU3555"
"2005","OTU1106"
"2006","OTU2419"
"2007","OTU2893"
"2008","OTU3805"
"2009","OTU1129"
"2010","OTU1073"
"2011","OTU3121"
"2012","OTU1032"
"2013","OTU1104"
"2014","OTU2978"
"2015","OTU1075"
"2016","OTU1007"
"2017","OTU1094"
"2018","OTU1138"
"2019","OTU3144"
"2020","OTU1115"
"2021","OTU1175"
"2022","OTU1748"
"2023","OTU3212"
"2024","OTU3177"
"2025","OTU2739"
"2026","OTU2892"
"2027","OTU188"
"2028","OTU751"
"2029","OTU554"
"2030","OTU459"
"2031","OTU536"
"2032","OTU839"
"2033","OTU3903"
"2034","OTU3772"
"2035","OTU3447"
"2036","OTU3746"
"2037","OTU1948"
"2038","OTU3456"
"2039","OTU3327"
"2040","OTU3577"
"2041","OTU3425"
"2042","OTU2207"
"2043","OTU726"
"2044","OTU2556"
"2045","OTU669"
"2046","OTU2830"
"2047","OTU2908"
"2048","OTU3262"
"2049","OTU2569"
"2050","OTU3207"
"2051","OTU2979"
"2052","OTU2940"
"2053","OTU2574"
"2054","OTU2686"
"2055","OTU2943"
"2056","OTU3097"
"2057","OTU3219"
"2058","OTU2955"
"2059","OTU2704"
"2060","OTU2989"
"2061","OTU2714"
"2062","OTU3247"
"2063","OTU3293"
"2064","OTU2636"
"2065","OTU2907"
"2066","OTU3311"
"2067","OTU2904"
"2068","OTU3272"
"2069","OTU2740"
"2070","OTU3341"
"2071","OTU2634"
"2072","OTU2579"
"2073","OTU2672"
"2074","OTU2835"
"2075","OTU2972"
"2076","OTU2632"
"2077","OTU2903"
"2078","OTU3011"
"2079","OTU3339"
"2080","OTU3069"
"2081","OTU3095"
"2082","OTU2961"
"2083","OTU3232"
"2084","OTU2552"
"2085","OTU2668"
"2086","OTU2693"
"2087","OTU3009"
"2088","OTU2662"
"2089","OTU3039"
"2090","OTU3302"
"2091","OTU2430"
"2092","OTU2606"
"2093","OTU3332"
"2094","OTU3090"
"2095","OTU3192"
"2096","OTU2648"
"2097","OTU2882"
"2098","OTU3261"
"2099","OTU2710"
"2100","OTU3106"
"2101","OTU2577"
"2102","OTU2840"
"2103","OTU3325"
"2104","OTU2898"
"2105","OTU2015"
"2106","OTU3748"
"2107","OTU2992"
"2108","OTU429"
"2109","OTU2498"
"2110","OTU1861"
"2111","OTU3358"
"2112","OTU3204"
"2113","OTU3380"
"2114","OTU4140"
"2115","OTU241"
"2116","OTU1369"
"2117","OTU2683"
"2118","OTU3433"
"2119","OTU1703"
"2120","OTU3022"
"2121","OTU3235"
"2122","OTU1321"
"2123","OTU2586"
"2124","OTU2923"
"2125","OTU3285"
"2126","OTU3428"
"2127","OTU2095"
"2128","OTU89"
"2129","OTU3813"
"2130","OTU3252"
"2131","OTU3908"
"2132","OTU600"
"2133","OTU4016"
"2134","OTU314"
"2135","OTU493"
"2136","OTU4154"
"2137","OTU3601"
"2138","OTU3786"
"2139","OTU1602"
"2140","OTU2854"
"2141","OTU2090"
"2142","OTU2639"
"2143","OTU3268"
"2144","OTU2530"
"2145","OTU1218"
"2146","OTU1984"
"2147","OTU1681"
"2148","OTU1666"
"2149","OTU2412"
"2150","OTU1122"
"2151","OTU2529"
"2152","OTU2946"
"2153","OTU1574"
"2154","OTU2210"
"2155","OTU1579"
"2156","OTU4056"
"2157","OTU3429"
"2158","OTU208"
"2159","OTU261"
"2160","OTU465"
"2161","OTU3117"
"2162","OTU1072"
"2163","OTU227"
"2164","OTU1960"
"2165","OTU3184"
"2166","OTU1458"
"2167","OTU1280"
"2168","OTU1182"
"2169","OTU2519"
"2170","OTU2547"
"2171","OTU2985"
"2172","OTU8"
"2173","OTU2565"
"2174","OTU2608"
"2175","OTU719"
"2176","OTU3822"
"2177","OTU2767"
"2178","OTU374"
"2179","OTU3787"
"2180","OTU951"
"2181","OTU400"
"2182","OTU611"
"2183","OTU2881"
"2184","OTU3766"
"2185","OTU700"
"2186","OTU3418"
"2187","OTU4138"
"2188","OTU801"
"2189","OTU2037"
"2190","OTU3925"
"2191","OTU3638"
"2192","OTU3738"
"2193","OTU3771"
"2194","OTU85"
"2195","OTU4079"
"2196","OTU221"
"2197","OTU3695"
"2198","OTU3700"
"2199","OTU3432"
"2200","OTU495"
"2201","OTU539"
"2202","OTU3907"
"2203","OTU3533"
"2204","OTU4150"
"2205","OTU3231"
"2206","OTU3545"
"2207","OTU4118"
"2208","OTU4057"
"2209","OTU477"
"2210","OTU614"
"2211","OTU461"
"2212","OTU688"
"2213","OTU1191"
"2214","OTU3496"
"2215","OTU1166"
"2216","OTU2588"
"2217","OTU83"
"2218","OTU580"
"2219","OTU2664"
"2220","OTU1141"
"2221","OTU1588"
"2222","OTU1197"
"2223","OTU3507"
"2224","OTU3688"
"2225","OTU1289"
"2226","OTU3966"
"2227","OTU3858"
"2228","OTU4047"
"2229","OTU3581"
"2230","OTU386"
"2231","OTU2373"
"2232","OTU561"
"2233","OTU1009"
"2234","OTU1173"
"2235","OTU2983"
"2236","OTU108"
"2237","OTU1221"
"2238","OTU1895"
"2239","OTU3222"
"2240","OTU2149"
"2241","OTU1296"
"2242","OTU2487"
"2243","OTU128"
"2244","OTU3283"
"2245","OTU3859"
"2246","OTU4049"
"2247","OTU1347"
"2248","OTU2106"
"2249","OTU3458"
"2250","OTU3829"
"2251","OTU2086"
"2252","OTU1092"
"2253","OTU61"
"2254","OTU2255"
"2255","OTU3209"
"2256","OTU3165"
"2257","OTU564"
"2258","OTU1048"
"2259","OTU1752"
"2260","OTU3317"
"2261","OTU2486"
"2262","OTU1969"
"2263","OTU697"
"2264","OTU2453"
"2265","OTU1523"
"2266","OTU1339"
"2267","OTU2145"
"2268","OTU1183"
"2269","OTU1076"
"2270","OTU2164"
"2271","OTU1740"
"2272","OTU2075"
"2273","OTU2964"
"2274","OTU965"
"2275","OTU1927"
"2276","OTU692"
"2277","OTU1772"
"2278","OTU929"
"2279","OTU1215"
"2280","OTU907"
"2281","OTU3588"
"2282","OTU2180"
"2283","OTU905"
"2284","OTU3338"
"2285","OTU2629"
"2286","OTU2628"
"2287","OTU3297"
"2288","OTU627"
"2289","OTU3631"
"2290","OTU3186"
"2291","OTU1126"
"2292","OTU1151"
"2293","OTU72"
"2294","OTU1304"
"2295","OTU1734"
"2296","OTU1443"
"2297","OTU3591"
"2298","OTU2369"
"2299","OTU2415"
"2300","OTU324"
"2301","OTU2911"
"2302","OTU3716"
"2303","OTU2343"
"2304","OTU4104"
"2305","OTU1576"
"2306","OTU1810"
"2307","OTU1343"
"2308","OTU2445"
"2309","OTU1529"
"2310","OTU578"
"2311","OTU1410"
"2312","OTU1840"
"2313","OTU714"
"2314","OTU2542"
"2315","OTU2221"
"2316","OTU1528"
"2317","OTU1100"
"2318","OTU677"
"2319","OTU1203"
"2320","OTU2811"
"2321","OTU1149"
"2322","OTU1724"
"2323","OTU3532"
"2324","OTU2894"
"2325","OTU3653"
"2326","OTU4046"
"2327","OTU2568"
"2328","OTU612"
"2329","OTU2263"
"2330","OTU571"
"2331","OTU1809"
"2332","OTU298"
"2333","OTU3113"
"2334","OTU3122"
"2335","OTU3729"
"2336","OTU2431"
"2337","OTU3608"
"2338","OTU2092"
"2339","OTU1332"
"2340","OTU4136"
"2341","OTU2301"
"2342","OTU664"
"2343","OTU3629"
"2344","OTU596"
"2345","OTU3548"
"2346","OTU3017"
"2347","OTU4030"
"2348","OTU3926"
"2349","OTU2306"
"2350","OTU2618"
"2351","OTU887"
"2352","OTU1598"
"2353","OTU2861"
"2354","OTU2228"
"2355","OTU615"
"2356","OTU2034"
"2357","OTU3150"
"2358","OTU2407"
"2359","OTU2285"
"2360","OTU3078"
"2361","OTU3269"
"2362","OTU2398"
"2363","OTU2452"
"2364","OTU1172"
"2365","OTU327"
"2366","OTU2962"
"2367","OTU2120"
"2368","OTU1188"
"2369","OTU1452"
"2370","OTU2395"
"2371","OTU2324"
"2372","OTU2354"
"2373","OTU1530"
"2374","OTU2302"
"2375","OTU952"
"2376","OTU3476"
"2377","OTU3381"
"2378","OTU2432"
"2379","OTU3705"
"2380","OTU3561"
"2381","OTU3474"
"2382","OTU3001"
"2383","OTU3711"
"2384","OTU1112"
"2385","OTU1643"
"2386","OTU1413"
"2387","OTU730"
"2388","OTU635"
"2389","OTU2312"
"2390","OTU2435"
"2391","OTU879"
"2392","OTU3650"
"2393","OTU729"
"2394","OTU1878"
"2395","OTU3549"
"2396","OTU1318"
"2397","OTU2610"
"2398","OTU3086"
"2399","OTU456"
"2400","OTU2361"
"2401","OTU663"
"2402","OTU2291"
"2403","OTU1398"
"2404","OTU3875"
"2405","OTU1399"
"2406","OTU2202"
"2407","OTU2584"
"2408","OTU2864"
"2409","OTU4117"
"2410","OTU522"
"2411","OTU2331"
"2412","OTU2548"
"2413","OTU1143"
"2414","OTU2138"
"2415","OTU1367"
"2416","OTU242"
"2417","OTU260"
"2418","OTU3691"
"2419","OTU3142"
"2420","OTU1366"
"2421","OTU3052"
"2422","OTU3838"
"2423","OTU2148"
"2424","OTU2613"
"2425","OTU3594"
"2426","OTU1575"
"2427","OTU1638"
"2428","OTU1765"
"2429","OTU1377"
"2430","OTU2304"
"2431","OTU1319"
"2432","OTU1700"
"2433","OTU1822"
"2434","OTU2224"
"2435","OTU1107"
"2436","OTU2171"
"2437","OTU1424"
"2438","OTU1659"
"2439","OTU1387"
"2440","OTU257"
"2441","OTU2866"
"2442","OTU710"
"2443","OTU2248"
"2444","OTU2401"
"2445","OTU1335"
"2446","OTU1662"
"2447","OTU1709"
"2448","OTU4055"
"2449","OTU1189"
"2450","OTU1371"
"2451","OTU1919"
"2452","OTU1676"
"2453","OTU1701"
"2454","OTU743"
"2455","OTU3043"
"2456","OTU381"
"2457","OTU2231"
"2458","OTU1616"
"2459","OTU396"
"2460","OTU3498"
"2461","OTU3708"
"2462","OTU3490"
"2463","OTU3575"
"2464","OTU3323"
"2465","OTU626"
"2466","OTU1460"
"2467","OTU1170"
"2468","OTU1646"
"2469","OTU696"
"2470","OTU1946"
"2471","OTU2350"
"2472","OTU3703"
"2473","OTU306"
"2474","OTU88"
"2475","OTU2549"
"2476","OTU1134"
"2477","OTU1275"
"2478","OTU2997"
"2479","OTU2266"
"2480","OTU814"
"2481","OTU3441"
"2482","OTU3028"
"2483","OTU3102"
"2484","OTU2269"
"2485","OTU3991"
"2486","OTU2867"
"2487","OTU2353"
"2488","OTU3924"
"2489","OTU3083"
"2490","OTU4028"
"2491","OTU3848"
"2492","OTU768"
"2493","OTU3626"
"2494","OTU3760"
"2495","OTU3809"
"2496","OTU3689"
"2497","OTU837"
"2498","OTU3915"
"2499","OTU607"
"2500","OTU3967"
"2501","OTU3137"
"2502","OTU3053"
"2503","OTU4010"
"2504","OTU4031"
"2505","OTU741"
"2506","OTU511"
"2507","OTU916"
"2508","OTU1069"
"2509","OTU1779"
"2510","OTU36"
"2511","OTU825"
"2512","OTU228"
"2513","OTU598"
"2514","OTU660"
"2515","OTU3486"
"2516","OTU2770"
"2517","OTU2322"
"2518","OTU781"
"2519","OTU792"
"2520","OTU659"
"2521","OTU167"
"2522","OTU1120"
"2523","OTU1148"
"2524","OTU2581"
"2525","OTU2822"
"2526","OTU1645"
"2527","OTU1731"
"2528","OTU1811"
"2529","OTU246"
"2530","OTU15"
"2531","OTU3783"
"2532","OTU3202"
"2533","OTU681"
"2534","OTU788"
"2535","OTU3797"
"2536","OTU3360"
"2537","OTU698"
"2538","OTU363"
"2539","OTU510"
"2540","OTU946"
"2541","OTU20"
"2542","OTU1395"
"2543","OTU820"
"2544","OTU168"
"2545","OTU2380"
"2546","OTU346"
"2547","OTU4099"
"2548","OTU164"
"2549","OTU4139"
"2550","OTU514"
"2551","OTU1295"
"2552","OTU3965"
"2553","OTU523"
"2554","OTU4105"
"2555","OTU3916"
"2556","OTU92"
"2557","OTU3164"
"2558","OTU558"
"2559","OTU1995"
"2560","OTU3356"
"2561","OTU2857"
"2562","OTU3168"
"2563","OTU3237"
"2564","OTU2193"
"2565","OTU2966"
"2566","OTU3167"
"2567","OTU2968"
"2568","OTU2416"
"2569","OTU2392"
"2570","OTU3087"
"2571","OTU2781"
"2572","OTU2868"
"2573","OTU2865"
"2574","OTU84"
"2575","OTU24"
"2576","OTU412"
"2577","OTU3536"
"2578","OTU1316"
"2579","OTU2741"
"2580","OTU963"
"2581","OTU258"
"2582","OTU3825"
"2583","OTU420"
"2584","OTU948"
"2585","OTU3453"
"2586","OTU3446"
"2587","OTU323"
"2588","OTU3780"
"2589","OTU361"
"2590","OTU3987"
"2591","OTU3523"
"2592","OTU977"
"2593","OTU263"
"2594","OTU3509"
"2595","OTU2464"
"2596","OTU987"
"2597","OTU1543"
"2598","OTU2426"
"2599","OTU91"
"2600","OTU3037"
"2601","OTU2890"
"2602","OTU3093"
"2603","OTU3696"
"2604","OTU3897"
"2605","OTU3391"
"2606","OTU593"
"2607","OTU4029"
"2608","OTU843"
"2609","OTU609"
"2610","OTU3382"
"2611","OTU3401"
"2612","OTU2804"
"2613","OTU3248"
"2614","OTU2434"
"2615","OTU665"
"2616","OTU559"
"2617","OTU787"
"2618","OTU3659"
"2619","OTU4009"
"2620","OTU3960"
"2621","OTU517"
"2622","OTU808"
"2623","OTU850"
"2624","OTU2601"
"2625","OTU3353"
"2626","OTU658"
"2627","OTU2545"
"2628","OTU2370"
"2629","OTU2421"
"2630","OTU1942"
"2631","OTU2684"
"2632","OTU2772"
"2633","OTU3599"
"2634","OTU2351"
"2635","OTU2665"
"2636","OTU212"
"2637","OTU737"
"2638","OTU1155"
"2639","OTU2914"
"2640","OTU1027"
"2641","OTU1077"
"2642","OTU999"
"2643","OTU1097"
"2644","OTU1109"
"2645","OTU1111"
"2646","OTU1153"
"2647","OTU1088"
"2648","OTU1082"
"2649","OTU1017"
"2650","OTU1501"
"2651","OTU51"
"2652","OTU625"
"2653","OTU3833"
"2654","OTU274"
"2655","OTU3611"
"2656","OTU239"
"2657","OTU732"
"2658","OTU777"
"2659","OTU3673"
"2660","OTU529"
"2661","OTU934"
"2662","OTU2782"
"2663","OTU476"
"2664","OTU122"
"2665","OTU113"
"2666","OTU4008"
"2667","OTU2958"
"2668","OTU125"
"2669","OTU3753"
"2670","OTU2679"
"2671","OTU3422"
"2672","OTU3275"
"2673","OTU3461"
"2674","OTU3701"
"2675","OTU2237"
"2676","OTU3526"
"2677","OTU78"
"2678","OTU521"
"2679","OTU3699"
"2680","OTU2236"
"2681","OTU482"
"2682","OTU821"
"2683","OTU193"
"2684","OTU858"
"2685","OTU3912"
"2686","OTU3933"
"2687","OTU862"
"2688","OTU2699"
"2689","OTU3399"
"2690","OTU174"
"2691","OTU1047"
"2692","OTU3940"
"2693","OTU2594"
"2694","OTU3802"
