OTU ID	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU133	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae
OTU134	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU135	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	unclassified_f__Hypotrichia	unclassified_f__Hypotrichia
OTU136	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep
OTU137	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	Nitzschia	Nitzschia_amphibia
OTU138	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	Sellaphora	Sellaphora_pupula
OTU139	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	unclassified_f__Eugregarinorida	unclassified_f__Eugregarinorida
OTU140	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	norank_c__Kinetoplastea	norank_c__Kinetoplastea	Ichthyobodo	unclassified_g__Ichthyobodo
OTU141	Eukaryota	Fungi	Chytridiomycota	norank_p__Chytridiomycota	norank_p__Chytridiomycota	norank_p__Chytridiomycota	norank_p__Chytridiomycota	unclassified_g__norank_p__Chytridiomycota
OTU142	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU143	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae
OTU144	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU145	Eukaryota	Haptophyta	norank_k__Haptophyta	norank_k__Haptophyta	norank_k__Haptophyta	norank_k__Haptophyta	norank_k__Haptophyta	metagenome_k__Haptophyta
OTU146	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU147	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU148	Eukaryota	Cryptophyceae	Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	uncultured_Katablepharidaceae
OTU149	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU150	Eukaryota	Amoebozoa	SAR_k__Amoebozoa	Labyrinthulomycetes_p__SAR	norank_c__Labyrinthulomycetes_p__SAR	norank_c__Labyrinthulomycetes_p__SAR	Sorodiplophrys	unclassified_g__Sorodiplophrys
OTU151	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU152	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep
OTU153	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU154	Eukaryota	norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota
OTU155	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU156	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Thecofilosea	unclassified_c__Thecofilosea	unclassified_c__Thecofilosea	unclassified_c__Thecofilosea	unclassified_c__Thecofilosea
OTU157	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU158	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae
OTU159	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU160	Eukaryota	Amoebozoa	SAR_k__Amoebozoa	Labyrinthulomycetes_p__SAR	norank_c__Labyrinthulomycetes_p__SAR	norank_c__Labyrinthulomycetes_p__SAR	Sorodiplophrys	unclassified_g__Sorodiplophrys
OTU161	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU162	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU163	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	Bodomorpha	metagenome_g__Bodomorpha
OTU164	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU165	Eukaryota	Amoebozoa	norank_k__Amoebozoa	Discosea	Dactylopodida	norank_o__Dactylopodida	Korotnevella	metagenome_g__Korotnevella
OTU166	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU167	Eukaryota	Amoebozoa	Gracilipodida	norank_p__Gracilipodida	norank_p__Gracilipodida	norank_p__Gracilipodida	Telaepolella	metagenome_g__Telaepolella
OTU168	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU169	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	Gregarina	unclassified_g__Gregarina
OTU170	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	Epiphyllum	unclassified_g__Epiphyllum
OTU171	Eukaryota	Discoba	Heterolobosea	Tetramitia	norank_c__Tetramitia	norank_c__Tetramitia	Naegleria	unclassified_g__Naegleria
OTU172	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae
OTU173	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU174	Eukaryota	Cryptophyceae	Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	uncultured_Katablepharidaceae
OTU175	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Oligohymenophorea	Dexiotricha	unclassified_g__Dexiotricha
OTU176	Eukaryota	Amoebozoa	SAR_k__Amoebozoa	Labyrinthulomycetes_p__SAR	norank_c__Labyrinthulomycetes_p__SAR	norank_c__Labyrinthulomycetes_p__SAR	Sorodiplophrys	unclassified_g__Sorodiplophrys
OTU177	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU178	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae
OTU179	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Oligohymenophorea	norank_f__Oligohymenophorea	Lembadion_bullinum
OTU180	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU181	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	unclassified_f__Hypotrichia	unclassified_f__Hypotrichia
OTU182	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU183	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU184	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Nassophorea	Zosterodasys	unclassified_g__Zosterodasys
OTU185	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU186	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU187	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Armophorea	Armophorida	Metopus	unclassified_g__Metopus
OTU188	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	eukaryotic_picoplankton_environmental_sample_k__Cryptophyceae
OTU189	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	Gymnodiniphycidae	Gymnodinium_clade	Nusuttodinium	Nusuttodinium_amphidinioides
OTU190	Eukaryota	Discoba	Euglenozoa	Diplonemea	norank_c__Diplonemea	norank_c__Diplonemea	unclassified_f__norank_c__Diplonemea	unclassified_f__norank_c__Diplonemea
OTU191	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU192	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU193	Eukaryota	Cryptophyceae	Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	norank_p__Kathablepharidae	uncultured_Katablepharidaceae
OTU194	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	unclassified_f__norank_c__Glissomonadida	unclassified_f__norank_c__Glissomonadida
OTU195	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU196	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU197	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU198	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Prostomatea	Cryptocaryon	unclassified_g__Cryptocaryon
OTU199	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	P34.48	norank_o__P34.48	norank_o__P34.48	metagenome_o__P34.48
OTU200	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	unclassified_f__Hypotrichia	unclassified_f__Hypotrichia
OTU201	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	norank_c__Dinophyceae	Thoracosphaeraceae	norank_f__Thoracosphaeraceae	uncultured_eukaryote_f__Thoracosphaeraceae
OTU202	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU203	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Thecofilosea	unclassified_c__Thecofilosea	unclassified_c__Thecofilosea	unclassified_c__Thecofilosea	unclassified_c__Thecofilosea
OTU204	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU205	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae
OTU206	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Prostomatea	Cryptocaryon	unclassified_g__Cryptocaryon
OTU207	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	unclassified_g__norank_c__Glissomonadida
OTU208	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU209	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	norank_c__Dinophyceae	unclassified_o__norank_c__Dinophyceae	unclassified_o__norank_c__Dinophyceae	unclassified_o__norank_c__Dinophyceae
OTU210	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU211	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU212	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Chroomonas	unclassified_g__Chroomonas
OTU213	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU214	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU215	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU216	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU217	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU218	Eukaryota	Discoba	norank_k__Discoba	norank_k__Discoba	norank_k__Discoba	norank_k__Discoba	norank_k__Discoba	metagenome_k__Discoba
OTU219	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU220	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep
OTU221	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU222	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU223	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	norank_f__Haptoria	Lacrymaria_sp._FG-2017a
OTU224	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU225	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Colpodea	norank_f__Colpodea	unclassified_g__norank_f__Colpodea
OTU226	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU227	Eukaryota	Amoebozoa	norank_k__Amoebozoa	Tubulinea	norank_c__Tubulinea	norank_c__Tubulinea	BOLA868	uncultured_Hartmannellidae
OTU228	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	Teleaulax	unclassified_g__Teleaulax
OTU229	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU230	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	unclassified_f__Trichomeriaceae	unclassified_f__Trichomeriaceae
OTU231	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Oligohymenophorea	unclassified_f__Oligohymenophorea	unclassified_f__Oligohymenophorea
OTU232	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	Navicula	unclassified_g__Navicula
OTU233	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU234	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU235	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Thecofilosea	Cryomonadida	Rhizaspididae	Rhogostoma	Capsellina_sp._ATCC_50039
OTU236	Eukaryota	Animalia	Platyhelminthes	Rhabditophora	Rhabdocoela	norank_o__Rhabdocoela	norank_o__Rhabdocoela	Gyratrix_hermaphroditus
OTU237	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep	unclassified_o__Conthreep
OTU238	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Euplotia	Aspidisca	metagenome_g__Aspidisca
OTU239	Eukaryota	Cryptophyceae	norank_k__Cryptophyceae	norank_k__Cryptophyceae	Cryptomonadales	norank_o__Cryptomonadales	unclassified_f__norank_o__Cryptomonadales	unclassified_f__norank_o__Cryptomonadales
OTU240	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU241	Eukaryota	Animalia	Platyhelminthes	Rhabditophora	Macrostomida	norank_o__Macrostomida	norank_o__Macrostomida	unclassified_g__norank_o__Macrostomida
OTU242	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	unclassified_g__norank_c__Trebouxiophyceae
OTU243	Eukaryota	Animalia	Cnidaria	Hydrozoa	Limnomedusae	norank_o__Limnomedusae	norank_o__Limnomedusae	Craspedacusta_sowerbii
OTU244	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU245	Eukaryota	Discoba	Heterolobosea	Tetramitia	norank_c__Tetramitia	norank_c__Tetramitia	Vahlkampfia	Vahlkampfia_avara
OTU246	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU247	Eukaryota	Animalia	Annelida	Clitellata	Haplotaxida	norank_o__Haplotaxida	norank_o__Haplotaxida	unclassified_g__norank_o__Haplotaxida
OTU248	Eukaryota	Animalia	Nematozoa	Chromadorea	Monhysterida	norank_o__Monhysterida	norank_o__Monhysterida	unclassified_g__norank_o__Monhysterida
OTU249	Eukaryota	Fungi	Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota
OTU250	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
