OTU ID	Domain	Phylum	Class	Order	Family	Genus
OTU3909	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
OTU3910	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Levybacteria	norank_o__Candidatus_Levybacteria	norank_o__Candidatus_Levybacteria
OTU3911	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU3912	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	unclassified_o__Burkholderiales	unclassified_o__Burkholderiales
OTU3913	Bacteria	Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota
OTU3914	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	FukuN57
OTU3915	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU3916	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14	norank_f__67-14
OTU3917	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	unclassified_f__Rhizobiaceae
OTU3918	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	norank_f__Rickettsiellaceae
OTU3919	Bacteria	Patescibacteria	Parcubacteria	unclassified_c__Parcubacteria	unclassified_c__Parcubacteria	unclassified_c__Parcubacteria
OTU3920	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_f__Microbacteriaceae
OTU3921	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Fuscovulum
OTU3922	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU3923	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU3924	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_o__Saccharimonadales	unclassified_o__Saccharimonadales
OTU3925	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU3926	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	norank_o__Gaiellales	norank_o__Gaiellales
OTU3927	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
OTU3928	Bacteria	Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota
OTU3929	Bacteria	Myxococcota	bacteriap25	norank_c__bacteriap25	norank_c__bacteriap25	norank_c__bacteriap25
OTU3930	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU3931	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU3932	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	norank_f__Micropepsaceae
OTU3933	Bacteria	Bacteroidota	Bacteroidia	unclassified_c__Bacteroidia	unclassified_c__Bacteroidia	unclassified_c__Bacteroidia
OTU3934	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
OTU3935	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU3936	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	unclassified_f__Halieaceae
OTU3937	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
OTU3938	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	norank_f__Saprospiraceae
OTU3939	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
OTU3940	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU3941	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
OTU3942	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU3943	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
OTU3944	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified_f__Caulobacteraceae
OTU3945	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	norank_o__Micavibrionales	norank_o__Micavibrionales
OTU3946	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
OTU3947	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sutterellaceae	unclassified_f__Sutterellaceae
OTU3948	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	norank_f__Gemmataceae
OTU3949	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU3950	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
OTU3951	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	norank_o__Saccharimonadales	norank_o__Saccharimonadales
OTU3952	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans
OTU3953	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	norank_f__NS11-12_marine_group
OTU3954	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU3955	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_f__Comamonadaceae
OTU3956	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	norank_o__Candidatus_Jorgensenbacteria	norank_o__Candidatus_Jorgensenbacteria
OTU3957	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	norank_f__Vicinamibacteraceae
OTU3958	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	norank_o__Saccharimonadales	norank_o__Saccharimonadales
OTU3959	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU3960	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU3961	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	norank_f__Rickettsiellaceae
OTU3962	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU3963	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU3964	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	unclassified_f__Intrasporangiaceae
OTU3965	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU3966	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhabdus
OTU3967	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	unclassified_f__Rhizobiaceae
OTU3968	Bacteria	Dependentiae	Babeliae	Babeliales	norank_o__Babeliales	norank_o__Babeliales
OTU3969	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	unclassified_f__Sphingobacteriaceae
OTU3970	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
OTU3971	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	norank_f__Vermiphilaceae
OTU3972	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified_f__Caulobacteraceae
OTU3973	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	unclassified_f__Spirosomataceae
OTU3974	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU3975	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	norank_o__Candidatus_Magasanikbacteria	norank_o__Candidatus_Magasanikbacteria
OTU3976	Bacteria	Elusimicrobiota	Lineage_IIa	norank_c__Lineage_IIa	norank_c__Lineage_IIa	norank_c__Lineage_IIa
OTU3977	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_f__Comamonadaceae
OTU3978	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_o__Saccharimonadales	unclassified_o__Saccharimonadales
OTU3979	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	norank_o__Candidatus_Yanofskybacteria	norank_o__Candidatus_Yanofskybacteria
OTU3980	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
OTU3981	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	norank_f__Vicinamibacteraceae
OTU3982	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
OTU3983	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	unclassified_f__Micrococcaceae
OTU3984	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
OTU3985	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_	norank_o__Gammaproteobacteria_	Candidatus_Ovatusbacter
OTU3986	Bacteria	Pseudomonadota	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
OTU3987	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU3988	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium
OTU3989	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU3990	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU3991	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	norank_o__Gaiellales	norank_o__Gaiellales
OTU3992	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU3993	Bacteria	Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota
OTU3994	Bacteria	Pseudomonadota	Gammaproteobacteria	Ga0077536	norank_o__Ga0077536	norank_o__Ga0077536
OTU3995	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU3996	Bacteria	Actinomycetota	Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria
OTU3997	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU3998	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU3999	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	norank_o__Candidatus_Moranbacteria	norank_o__Candidatus_Moranbacteria
OTU4000	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU4001	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU4002	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
OTU4003	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	norank_f__Pseudobdellovibrionaceae
OTU4004	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
OTU4005	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	norank_f__Caldilineaceae
OTU4006	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU4007	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	norank_o__Candidatus_Kaiserbacteria	norank_o__Candidatus_Kaiserbacteria
OTU4008	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas
OTU4009	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	unclassified_f__Bacillaceae
OTU4010	Bacteria	Patescibacteria	Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria
OTU4011	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
OTU4012	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	norank_f__Rickettsiellaceae
OTU4013	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	unclassified_o__Burkholderiales	unclassified_o__Burkholderiales
OTU4014	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	norank_o__Saccharimonadales	norank_o__Saccharimonadales
OTU4015	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_f__Comamonadaceae
OTU4016	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU4017	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU4018	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU4019	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	unclassified_f__Nocardioidaceae
OTU4020	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU4021	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU4022	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU4023	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
OTU4024	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU4025	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	norank_o__Candidatus_Kerfeldbacteria	norank_o__Candidatus_Kerfeldbacteria
OTU4026	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	norank_o__Chloroplast	norank_o__Chloroplast
OTU4027	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU4028	Bacteria	Bacillota	Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli
OTU4029	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas
OTU4030	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	unclassified_o__Hyphomicrobiales	unclassified_o__Hyphomicrobiales
OTU4031	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
OTU4032	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	norank_f__Oligoflexaceae
OTU4033	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified_f__Caulobacteraceae
OTU4034	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
OTU4035	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans
OTU4036	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	norank_o__Candidatus_Peribacteria	norank_o__Candidatus_Peribacteria
OTU4037	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
OTU4038	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	unclassified_f__Rhizobiaceae
OTU4039	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU4040	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	norank_f__Microtrichaceae
OTU4041	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU4042	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU4043	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU4044	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
OTU4045	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU4046	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Rugosibacter
OTU4047	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Tabrizicola
OTU4048	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU4049	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter
OTU4050	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	unclassified_f__Rhizobiaceae
OTU4051	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	norank_o__Saccharimonadales	norank_o__Saccharimonadales
OTU4052	Bacteria	Dependentiae	Babeliae	Babeliales	norank_o__Babeliales	norank_o__Babeliales
OTU4053	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	norank_o__Candidatus_Peribacteria	norank_o__Candidatus_Peribacteria
OTU4054	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU4055	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU4056	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
OTU4057	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	unclassified_f__Rhizobiaceae
OTU4058	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU4059	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU4060	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU4061	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
OTU4062	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207
OTU4063	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
OTU4064	Bacteria	Dependentiae	Babeliae	Babeliales	unclassified_o__Babeliales	unclassified_o__Babeliales
OTU4065	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU4066	Bacteria	Patescibacteria	Kazania	norank_c__Kazania	norank_c__Kazania	norank_c__Kazania
OTU4067	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	unclassified_o__Hyphomicrobiales	unclassified_o__Hyphomicrobiales
OTU4068	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU4069	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU4070	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	norank_o__Candidatus_Yanofskybacteria	norank_o__Candidatus_Yanofskybacteria
OTU4071	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Terrybacteria	norank_o__Candidatus_Terrybacteria	norank_o__Candidatus_Terrybacteria
OTU4072	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	unclassified_f__Lysobacteraceae
OTU4073	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_f__Comamonadaceae
OTU4074	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_f__Microbacteriaceae
OTU4075	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU4076	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
OTU4077	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	norank_o__Gaiellales	norank_o__Gaiellales
OTU4078	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU4079	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	unclassified_f__Blastocatellaceae
OTU4080	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_	unclassified_f__Hyphomicrobiales_
OTU4081	Bacteria	Bacillota	Bacilli	Lactobacillales	unclassified_o__Lactobacillales	unclassified_o__Lactobacillales
OTU4082	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
OTU4083	Bacteria	Patescibacteria	Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria
OTU4084	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
OTU4085	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU4086	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU4087	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Staskawiczbacteria	norank_o__Candidatus_Staskawiczbacteria	norank_o__Candidatus_Staskawiczbacteria
OTU4088	Bacteria	Patescibacteria	Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria
OTU4089	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	SH3-11
OTU4090	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU4091	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	unclassified_f__Bacillaceae
OTU4092	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU4093	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	unclassified_f__Lysobacteraceae
OTU4094	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU4095	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_f__Comamonadaceae
OTU4096	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	norank_f__Gemmataceae
OTU4097	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	norank_f__Neisseriaceae
OTU4098	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	DEV114
OTU4099	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	norank_f__Oligoflexaceae
OTU4100	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas
OTU4101	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Finniella
OTU4102	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	norank_f__Chitinophagaceae
OTU4103	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	norank_f__Simkaniaceae
OTU4104	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	norank_f__Bacteroidetes_vadinHA17
OTU4105	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
OTU4106	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	norank_o__Candidatus_Kaiserbacteria	norank_o__Candidatus_Kaiserbacteria
OTU4107	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
OTU4108	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	unclassified_o__Chlamydiales	unclassified_o__Chlamydiales
OTU4109	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
OTU4110	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
OTU4111	Bacteria	WOR-1	norank_p__WOR-1	norank_p__WOR-1	norank_p__WOR-1	norank_p__WOR-1
OTU4112	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
OTU4113	Bacteria	Myxococcota	Polyangiia	mle1-27	norank_o__mle1-27	norank_o__mle1-27
OTU4114	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
OTU4115	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
OTU4116	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	norank_o__0319-6G20	norank_o__0319-6G20
OTU4117	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	norank_o__Vicinamibacterales	norank_o__Vicinamibacterales
OTU4118	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	norank_o__Candidatus_Kaiserbacteria	norank_o__Candidatus_Kaiserbacteria
