OTU ID	Domain	Phylum	Class	Order	Family	Genus
OTU1277	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B
OTU1278	Bacteria	Chloroflexota	Chloroflexia	Kallotenuales	AKIW781	norank_f__AKIW781
OTU1279	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	unclassified_f__Ilumatobacteraceae
OTU1280	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1281	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_f__Microbacteriaceae
OTU1282	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU1283	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	norank_f__Paracaedibacteraceae
OTU1284	Bacteria	Bacillota	Bacilli	Bacillales	unclassified_o__Bacillales	unclassified_o__Bacillales
OTU1285	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU1286	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	norank_f__Rickettsiellaceae
OTU1287	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU1288	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1289	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU1290	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1291	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU1292	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Beutenbergiaceae	norank_f__Beutenbergiaceae
OTU1293	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	unclassified_f__Micrococcaceae
OTU1294	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
OTU1295	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	norank_o__Candidatus_Peribacteria	norank_o__Candidatus_Peribacteria
OTU1296	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	norank_o__Saccharimonadales	norank_o__Saccharimonadales
OTU1297	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	norank_o__Chitinophagales	norank_o__Chitinophagales
OTU1298	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU1299	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1300	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	norank_o__Vicinamibacterales	norank_o__Vicinamibacterales
OTU1301	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus
OTU1302	Bacteria	Actinomycetota	Thermoleophilia	norank_c__Thermoleophilia	norank_c__Thermoleophilia	norank_c__Thermoleophilia
OTU1303	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
OTU1304	Bacteria	Patescibacteria	Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria	norank_c__Parcubacteria
OTU1305	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	norank_o__Candidatus_Kaiserbacteria	norank_o__Candidatus_Kaiserbacteria
OTU1306	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
OTU1307	Bacteria	Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota
OTU1308	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia
OTU1309	Bacteria	Patescibacteria	Parcubacteria	unclassified_c__Parcubacteria	unclassified_c__Parcubacteria	unclassified_c__Parcubacteria
OTU1310	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
OTU1311	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	norank_f__Deinococcaceae
OTU1312	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	norank_f__Vermiphilaceae
OTU1313	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU1314	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Lacihabitans
OTU1315	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Pelagibacterium
OTU1316	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
OTU1317	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1318	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU1319	Bacteria	Acidobacteriota	Subgroup_5	norank_c__Subgroup_5	norank_c__Subgroup_5	norank_c__Subgroup_5
OTU1320	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1321	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU1322	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	unclassified_f__Microscillaceae
OTU1323	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
OTU1324	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1325	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU1326	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus
OTU1327	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
OTU1328	Bacteria	Bacillota	Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli	unclassified_c__Bacilli
OTU1329	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU1330	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter
OTU1331	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	KI89A_clade	norank_f__KI89A_clade
OTU1332	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
OTU1333	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga
OTU1334	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
OTU1335	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_o__Saccharimonadales	unclassified_o__Saccharimonadales
OTU1336	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU1337	Bacteria	Patescibacteria	Parcubacteria	unclassified_c__Parcubacteria	unclassified_c__Parcubacteria	unclassified_c__Parcubacteria
OTU1338	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
OTU1339	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	norank_f__Saprospiraceae
OTU1340	Bacteria	Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota
OTU1341	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	YM_S32_TM7_50_20	norank_f__YM_S32_TM7_50_20
OTU1342	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_	norank_f__Hyphomicrobiales_
OTU1343	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
OTU1344	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group
OTU1345	Bacteria	Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota	unclassified_p__Pseudomonadota
OTU1346	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_	norank_o__Gammaproteobacteria_	unclassified_f__norank_o__Gammaproteobacteria_
OTU1347	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
OTU1348	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_f__Microbacteriaceae
OTU1349	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	norank_o__Saccharimonadales	norank_o__Saccharimonadales
OTU1350	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU1351	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	unclassified_o__Burkholderiales	unclassified_o__Burkholderiales
OTU1352	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	norank_f__LWQ8
OTU1353	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	WX65	norank_f__WX65
OTU1354	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	norank_f__Gemmatimonadaceae
OTU1355	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU1356	Bacteria	Myxococcota	bacteriap25	norank_c__bacteriap25	norank_c__bacteriap25	norank_c__bacteriap25
OTU1357	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1358	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	unclassified_f__Rhizobiaceae
OTU1359	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1360	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_f__Comamonadaceae
OTU1361	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_o__Saccharimonadales	unclassified_o__Saccharimonadales
OTU1362	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	YM_S32_TM7_50_20	norank_f__YM_S32_TM7_50_20
OTU1363	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1364	Bacteria	Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae	norank_f__Holosporaceae
OTU1365	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
OTU1366	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU1367	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU1368	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1369	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU1370	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1371	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_f__Microbacteriaceae
OTU1372	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_o__Saccharimonadales	unclassified_o__Saccharimonadales
OTU1373	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	norank_f__LWQ8
OTU1374	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix
OTU1375	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU1376	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus
OTU1377	Bacteria	Chloroflexota	unclassified_p__Chloroflexota	unclassified_p__Chloroflexota	unclassified_p__Chloroflexota	unclassified_p__Chloroflexota
OTU1378	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU1379	Bacteria	Bacteroidota	Bacteroidia	unclassified_c__Bacteroidia	unclassified_c__Bacteroidia	unclassified_c__Bacteroidia
OTU1380	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1381	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_	norank_f__Hyphomicrobiales_
OTU1382	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_f__Comamonadaceae
OTU1383	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU1384	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
OTU1385	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	norank_f__Rhodospirillaceae
OTU1386	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	unclassified_o__Burkholderiales	unclassified_o__Burkholderiales
OTU1387	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	norank_f__Vicinamibacteraceae
OTU1388	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	norank_f__cvE6
OTU1389	Bacteria	Dependentiae	Babeliae	Babeliales	norank_o__Babeliales	norank_o__Babeliales
OTU1390	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_	norank_o__Gammaproteobacteria_	norank_o__Gammaproteobacteria_
OTU1391	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU1392	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus
OTU1393	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_f__Microbacteriaceae
OTU1394	Bacteria	Patescibacteria	WWE3	norank_c__WWE3	norank_c__WWE3	norank_c__WWE3
OTU1395	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1396	Bacteria	Chloroflexota	KD4-96	norank_c__KD4-96	norank_c__KD4-96	norank_c__KD4-96
OTU1397	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU1398	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1399	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1400	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	unclassified_o__Chlamydiales	unclassified_o__Chlamydiales
OTU1401	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	norank_f__Xanthobacteraceae
OTU1402	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	norank_f__Microscillaceae
OTU1403	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	norank_o__Chloroplast	norank_o__Chloroplast
OTU1404	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
OTU1405	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia
OTU1406	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
OTU1407	Bacteria	Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota	unclassified_p__Actinomycetota
OTU1408	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1409	Bacteria	Actinomycetota	Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria	unclassified_c__Actinobacteria
OTU1410	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
OTU1411	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU1412	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1413	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_o__Saccharimonadales	unclassified_o__Saccharimonadales
OTU1414	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU1415	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	norank_f__Microscillaceae
OTU1416	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	unclassified_o__Pseudomonadales	unclassified_o__Pseudomonadales
OTU1417	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	norank_f__JG30-KF-CM45
OTU1418	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
OTU1419	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	unclassified_f__Rhizobiaceae
OTU1420	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU1421	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	norank_o__Vicinamibacterales	norank_o__Vicinamibacterales
OTU1422	Bacteria	Patescibacteria	WWE3	norank_c__WWE3	norank_c__WWE3	norank_c__WWE3
OTU1423	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	norank_o__Saccharimonadales	norank_o__Saccharimonadales
OTU1424	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	norank_f__cvE6
OTU1425	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU1426	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	norank_o__Candidatus_Jorgensenbacteria	norank_o__Candidatus_Jorgensenbacteria
OTU1427	Bacteria	Patescibacteria	Dojkabacteria	norank_c__Dojkabacteria	norank_c__Dojkabacteria	norank_c__Dojkabacteria
OTU1428	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
OTU1429	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group
OTU1430	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU1431	Bacteria	Pseudomonadota	Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria	unclassified_c__Alphaproteobacteria
OTU1432	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	norank_o__Subgroup_17	norank_o__Subgroup_17
OTU1433	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	norank_o__Candidatus_Magasanikbacteria	norank_o__Candidatus_Magasanikbacteria
OTU1434	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylobacterium
OTU1435	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria	unclassified_c__Gammaproteobacteria
OTU1436	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU1437	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	norank_f__Rickettsiellaceae
OTU1438	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans
OTU1439	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	norank_f__Saprospiraceae
OTU1440	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	unclassified_f__Bacillaceae
OTU1441	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	unclassified_o__Pseudomonadales	unclassified_o__Pseudomonadales
OTU1442	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
OTU1443	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	norank_o__Vicinamibacterales	norank_o__Vicinamibacterales
OTU1444	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
OTU1445	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU1446	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_o__Saccharimonadales	unclassified_o__Saccharimonadales
OTU1447	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
OTU1448	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
OTU1449	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya
OTU1450	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
OTU1451	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_PCC-7319
OTU1452	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU1453	Bacteria	GAL15	norank_p__GAL15	norank_p__GAL15	norank_p__GAL15	norank_p__GAL15
OTU1454	Bacteria	Patescibacteria	Parcubacteria	unclassified_c__Parcubacteria	unclassified_c__Parcubacteria	unclassified_c__Parcubacteria
OTU1455	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU1456	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	norank_o__Saccharimonadales	norank_o__Saccharimonadales
OTU1457	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU1458	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
OTU1459	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
OTU1460	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
OTU1461	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU1462	Bacteria	Thermodesulfobacteriota	norank_p__Thermodesulfobacteriota	norank_p__Thermodesulfobacteriota	norank_p__Thermodesulfobacteriota	norank_p__Thermodesulfobacteriota
OTU1463	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	unclassified_f__Lysobacteraceae
OTU1464	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
OTU1465	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
OTU1466	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
OTU1467	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU1468	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU1469	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
OTU1470	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera
OTU1471	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_	norank_o__Gammaproteobacteria_	Candidatus_Ovatusbacter
OTU1472	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	unclassified_f__Paracoccaceae
OTU1473	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU1474	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU1475	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus
OTU1476	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1477	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	unclassified_f__Moraxellaceae
OTU1478	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_f__Sphingomonadaceae
OTU1479	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	norank_f__Geminicoccaceae
OTU1480	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
OTU1481	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
OTU1482	Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria	unclassified_k__norank_d__Bacteria
OTU1483	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU1484	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	norank_f__Oxalobacteraceae
OTU1485	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
