"Method","samp1","samp2","HeS","HoS","DL","HD","DR"
"CbMPDiCbraya","S10_1B","S33_8D",0.0125991807690615,0.709086732831118,0.208183022145982,0.007307228931271,0.0628238353225678
"CbMPDiCbraya","S10_1B","S34_9B",0.000114089869795938,0.376177682768203,0.446358683176445,0.0248461744160955,0.15250336976946
"CbMPDiCbraya","S10_1B","S35_9Z",0.000602625492687058,0.44586615173021,0.3911675829446,0.00562301124383894,0.156740628588664
"CbMPDiCbraya","S10_1B","S36_9D",0.0240291018149582,0.403244250995584,0.411913406009127,0.0087116126002672,0.152101628580063
"CbMPDiCbraya","S10_1B","S4_11B",0.000107685887191491,0.689015863917985,0.150325622604489,0.0185026637808381,0.142048163809497
"CbMPDiCbraya","S10_1B","S5_11Z",0,0.687247398460478,0.185884954265785,0.013839451357167,0.11302819591657
"CbMPDiCbraya","S10_1B","S6_11D",0.000198026805227285,0.693764743615359,0.14629880023217,0.0137016574090452,0.146036771938198
"CbMPDiCbraya","S10_1B","S7_12B",0.000260371695655608,0.685773643066326,0.0541237343414426,0.0185496426415211,0.241292608255054
"CbMPDiCbraya","S10_1B","S8_12Z",0,0.716393682214607,0.0390852240168067,0.0239488550829748,0.220572238685612
"CbMPDiCbraya","S10_1B","S9_12D",8.1590493919725e-05,0.739405752430999,0.0420731031103804,0.0225493254922555,0.195890228472445
"CbMPDiCbraya","S11_1Z","S12_1D",0,0.74239023088612,0.0462591771902148,0.0247252423564178,0.186625349567247
"CbMPDiCbraya","S11_1Z","S13_2B",0.00984449098498922,0.762990977761321,0.0492542677058761,0.0149953952030004,0.162914868344813
"CbMPDiCbraya","S11_1Z","S14_2Z",0.000955363056531194,0.720118494747907,0.0685000173820504,0.0138241359690541,0.196601988844457
"CbMPDiCbraya","S11_1Z","S15_2D",0.00999839713785215,0.782394176122726,0.0644583195088559,0.0268019343928496,0.116347172837716
"CbMPDiCbraya","S11_1Z","S16_3B",0.000596605856261434,0.428022268066123,0.453739675149813,0.0444603470908219,0.0731811038369801
"CbMPDiCbraya","S11_1Z","S17_3Z",0.00043411846321845,0.540078505301802,0.264898682865305,0.0117077150782408,0.182880978291434
"CbMPDiCbraya","S11_1Z","S18_3D",0,0.571306812251492,0.241640798576646,0.0101966100133803,0.176855779158482
"CbMPDiCbraya","S11_1Z","S19_4B",0.000596605856261434,0.428022268066123,0.444080696175189,0.0430564680428143,0.0842439618596117
"CbMPDiCbraya","S11_1Z","S2_10Z",0,0.580592306985987,0.139685892148562,0.00783983178711833,0.271881969078332
"CbMPDiCbraya","S11_1Z","S20_4Z",0.00043411846321845,0.540078505301802,0.2585323082439,0.010808981357354,0.190146086633725
"CbMPDiCbraya","S11_1Z","S21_4D",0,0.571306812251492,0.241920194702141,0.0140752514292042,0.172697741617163
"CbMPDiCbraya","S11_1Z","S22_5B",0.0127986193441553,0.446718035464101,0.100963465120866,0.00222434369597925,0.437295536374899
"CbMPDiCbraya","S11_1Z","S23_5Z",0.0275068718216099,0.367569293545558,0.337020624752633,0.00391215104921849,0.26399105883098
"CbMPDiCbraya","S11_1Z","S24_5D",0.0351134138174161,0.440039200329652,0.340043861372365,0.00468803139936652,0.1801154930812
"CbMPDiCbraya","S11_1Z","S25_6B",0.0773261768427415,0.3265264886851,0.0216486464826062,0.00340695763895091,0.571091730350602
"CbMPDiCbraya","S11_1Z","S26_6Z",0.0569430004624942,0.271494545157062,0.580249398869241,0.00775151881337389,0.0835615366978294
"CbMPDiCbraya","S11_1Z","S27_6D",0.0314929309388785,0.307659665344213,0.527124840185337,0.00242365740477708,0.131298906126795
"CbMPDiCbraya","S11_1Z","S28_7B",0.00731331756217487,0.468873545416121,0.411113100033882,0.00502199284063397,0.107678044147188
"CbMPDiCbraya","S11_1Z","S29_7Z",0.00668018836747916,0.429833165590726,0.348649101336323,0.000942269255625996,0.213895275449846
"CbMPDiCbraya","S11_1Z","S3_10D",0.000214767503544536,0.605201635270229,0.144574992722399,0.0117591841320962,0.238249420371731
"CbMPDiCbraya","S11_1Z","S30_7D",0.00711602170397416,0.553186952442327,0.284348626033935,0.000233802062529243,0.155114597757235
"CbMPDiCbraya","S11_1Z","S31_8B",0.0686161003769388,0.0636783299300206,0.231882071442892,0.00493364083847951,0.630889857411669
"CbMPDiCbraya","S11_1Z","S32_8Z",0.0353423311165551,0.511498005771773,0.322366455116902,0.00723430761292993,0.12355890038184
"CbMPDiCbraya","S11_1Z","S33_8D",0.011344202441427,0.610659077085457,0.301708550760531,0.00477555097426442,0.0715126187383213
"CbMPDiCbraya","S11_1Z","S34_9B",0.000141569534236232,0.387203064710707,0.4267492485981,0.0118200523360774,0.17408606482088
"CbMPDiCbraya","S11_1Z","S35_9Z",0.00059773803344187,0.457130951928697,0.374914998460159,0.00872970612353573,0.158626605454167
"CbMPDiCbraya","S11_1Z","S36_9D",0.0239016563635506,0.395242144002348,0.396584053831713,0.0117909917268358,0.172481154075553
"CbMPDiCbraya","S11_1Z","S4_11B",0,0.589467643486214,0.261398493819382,0.0123568859547126,0.136776976739692
"CbMPDiCbraya","S11_1Z","S5_11Z",0,0.597362590709062,0.265674873664944,0.0167188452579637,0.120243690368031
"CbMPDiCbraya","S11_1Z","S6_11D",0,0.59926326293606,0.246264201802754,0.00782364836487529,0.14664888689631
"CbMPDiCbraya","S11_1Z","S7_12B",0.000290830351947554,0.686832069872586,0.142566764884664,0.0102547348709149,0.160055600019888
"CbMPDiCbraya","S11_1Z","S8_12Z",0,0.708334852403489,0.0381151517402295,0.0147870195930948,0.238762976263187
"CbMPDiCbraya","S11_1Z","S9_12D",4.76230748897719e-05,0.73030400991175,0.0405376178078398,0.0387136121262746,0.190397137079246
"CbMPDiCbraya","S12_1D","S13_2B",0.00459293563505438,0.764770909545834,0.0624720599286855,0.0172142625938009,0.150949832296625
"CbMPDiCbraya","S12_1D","S14_2Z",0.000245194092583875,0.78507136318124,0.0610233115247223,0.0135223867031449,0.140137744498309
"CbMPDiCbraya","S12_1D","S15_2D",0.00456161534999706,0.815578814606904,0.045603873150428,0.015042135412629,0.119213561480042
"CbMPDiCbraya","S12_1D","S16_3B",0.0115553834607283,0.462455484482641,0.448926101007295,0.00840336904875913,0.0686596620005771
"CbMPDiCbraya","S12_1D","S17_3Z",0.00110551560529452,0.60387325176842,0.261949727087674,0.014955031502011,0.1181164740366
"CbMPDiCbraya","S12_1D","S18_3D",0,0.655269925175463,0.228690199391404,0.0070060076730985,0.109033867760034
"CbMPDiCbraya","S12_1D","S19_4B",0.0115553834607283,0.462455484482641,0.448228741021543,0.00840336904875913,0.0693570219863294
"CbMPDiCbraya","S12_1D","S2_10Z",0.000263074573461893,0.677648994266889,0.177858460258509,0.0146791766030799,0.129550294298059
"CbMPDiCbraya","S12_1D","S20_4Z",0.00110551560529452,0.60387325176842,0.261949727087674,0.0105401099281232,0.122531395610488
"CbMPDiCbraya","S12_1D","S21_4D",0,0.655269925175463,0.226488778069646,0.00788867384773619,0.110352622907154
"CbMPDiCbraya","S12_1D","S22_5B",0.0192938439152111,0.476326192084254,0.344372712653919,0.00770437163178717,0.15230287971483
"CbMPDiCbraya","S12_1D","S23_5Z",0.00623229057806258,0.60920534140106,0.216676358516327,0.0208293261914516,0.147056683313099
"CbMPDiCbraya","S12_1D","S24_5D",0.0145567922845835,0.467768851804709,0.353664381021082,0.005656379910514,0.158353594979112
"CbMPDiCbraya","S12_1D","S25_6B",0.0350167136435465,0.429982819965619,0.372968710954102,0.00686456403518989,0.155167191401542
"CbMPDiCbraya","S12_1D","S26_6Z",0.0123066326713003,0.309634937416465,0.514902234768113,0.00625090255215143,0.156905292591971
"CbMPDiCbraya","S12_1D","S27_6D",0.0108914461032145,0.311213757846069,0.487053165949864,0.000846722964746614,0.189994907136105
"CbMPDiCbraya","S12_1D","S28_7B",0.00835709618323506,0.419670473069575,0.483925788562126,0.000513553860012774,0.0875330883250515
"CbMPDiCbraya","S12_1D","S29_7Z",0.00824416413232724,0.440665983155409,0.402569400582381,0.00265698356907667,0.145863468560806
"CbMPDiCbraya","S12_1D","S3_10D",0.000319487866544232,0.691323124500569,0.160837847775373,0.00682816750873307,0.140691372348781
"CbMPDiCbraya","S12_1D","S30_7D",0.00861569138713549,0.482437075784195,0.361731679709139,0.000454471837588029,0.146761081281943
"CbMPDiCbraya","S12_1D","S31_8B",0.0250883952938122,0.346255110266756,0.197422307190121,0.0102355469628766,0.420998640286434
"CbMPDiCbraya","S12_1D","S32_8Z",0.0102980038911702,0.866600134284722,0.0031360270430349,0.011650838178524,0.108314996602549
"CbMPDiCbraya","S12_1D","S33_8D",0.0123879810624872,0.700479669133493,0.208379459526776,0.00942922168407718,0.0693236685931669
"CbMPDiCbraya","S12_1D","S34_9B",0.000167640155993577,0.172881550259942,0.599211569541096,0.0175911942879295,0.210148045755039
"CbMPDiCbraya","S12_1D","S35_9Z",0.00474997770106627,0.282009963646571,0.507629193717721,0.0202578898977187,0.185352975036924
"CbMPDiCbraya","S12_1D","S36_9D",0.00596446028692936,0.321369455069744,0.474445638645271,0.0135707937494191,0.184649652248636
"CbMPDiCbraya","S12_1D","S4_11B",0,0.640517666323569,0.172274985369307,0.00318992340270024,0.184017424904424
"CbMPDiCbraya","S12_1D","S5_11Z",0,0.621768698639716,0.194179352225332,0.00299126423506874,0.181060684899883
"CbMPDiCbraya","S12_1D","S6_11D",0,0.652177657846504,0.17056042766569,0.00345610012707897,0.173805814360727
"CbMPDiCbraya","S12_1D","S7_12B",0.000204210038046205,0.748489370924381,0.0896643527422707,0.0121062053972362,0.149535860898066
"CbMPDiCbraya","S12_1D","S8_12Z",0.000158869300840618,0.679325992742093,0.137285706051326,0.024844152243959,0.158385279661781
"CbMPDiCbraya","S12_1D","S9_12D",0,0.716552656826641,0.114796507223223,0.0161494175178976,0.152501418432238
"CbMPDiCbraya","S13_2B","S14_2Z",0.0618038278201408,0.796760216207547,0,0.0380329569327263,0.103402999039586
"CbMPDiCbraya","S13_2B","S15_2D",0.0555780228710429,0.757656303407662,0,0.0822092605510833,0.104556413170212
"CbMPDiCbraya","S13_2B","S16_3B",0.021359786972407,0.309623105059232,0.439431846004234,0.100836838463915,0.128748423500212
"CbMPDiCbraya","S13_2B","S17_3Z",0.0280652829455403,0.593983008533599,0.227555894715364,0.0218626020421164,0.12853321176338
"CbMPDiCbraya","S13_2B","S18_3D",0.0315278793419031,0.57455432843184,0.212635385443068,0.0176303825379247,0.163652024245265
"CbMPDiCbraya","S13_2B","S19_4B",0.021359786972407,0.309623105059232,0.429610027793698,0.101642370479612,0.137764709695051
"CbMPDiCbraya","S13_2B","S2_10Z",0.00158923414687914,0.647963949514277,0.163001328741158,0.0158627446829074,0.171582742914779
"CbMPDiCbraya","S13_2B","S20_4Z",0.0280652829455403,0.593983008533599,0.227555894715364,0.0221414346687023,0.128254379136794
"CbMPDiCbraya","S13_2B","S21_4D",0.0315278793419031,0.57455432843184,0.23230606153662,0.0208090765348142,0.140802654154823
"CbMPDiCbraya","S13_2B","S22_5B",0.0326415026304524,0.218296862086487,0.223669999217707,0.000322509635458037,0.525069126429896
"CbMPDiCbraya","S13_2B","S23_5Z",0.00406083438921782,0.330999954470628,0.329157273687417,0.00699796248227056,0.328783974970467
"CbMPDiCbraya","S13_2B","S24_5D",0.0242168931668336,0.495913841403409,0.223295742798704,0.00407135533934494,0.252502167291708
"CbMPDiCbraya","S13_2B","S25_6B",0.0438185257768016,0.411896034562992,0.00325625899565123,0.000229000776125316,0.54080017988843
"CbMPDiCbraya","S13_2B","S26_6Z",0.0483940888787274,0.352227802962372,0.434656002423943,0.0062182955047451,0.158503810230212
"CbMPDiCbraya","S13_2B","S27_6D",0.0246406903330211,0.372397697319262,0.451459849313468,0.00194271543859401,0.149559047595655
"CbMPDiCbraya","S13_2B","S28_7B",0.0639395019709903,0.515189520638458,0.308531101361769,0.00698610349232924,0.105353772536454
"CbMPDiCbraya","S13_2B","S29_7Z",0.0574609622804709,0.394712346184739,0.402621401826252,0.00960732879595727,0.13559796091258
"CbMPDiCbraya","S13_2B","S3_10D",0.00208908806309597,0.650252976568652,0.138440185150183,0.0141606373350798,0.19505711288299
"CbMPDiCbraya","S13_2B","S30_7D",0.0365979353001118,0.506873690140562,0.308907098249325,0.00222261577139884,0.145398660538602
"CbMPDiCbraya","S13_2B","S31_8B",0.0464722898974756,0.287158970986034,0.414949238066666,0.0060930805611658,0.245326420488659
"CbMPDiCbraya","S13_2B","S32_8Z",0.0189513309783774,0.412316844224393,0.330868834582352,0.0024916531615566,0.235371337053321
"CbMPDiCbraya","S13_2B","S33_8D",0.0421038515368103,0.427284006509892,0.395663981556302,0.00666035814176668,0.128287802255229
"CbMPDiCbraya","S13_2B","S34_9B",0.0177807126539328,0.188999578892266,0.673390568845067,0.00917599389048912,0.110653145718245
"CbMPDiCbraya","S13_2B","S35_9Z",0.0243273356979755,0.131284847479883,0.673086061736176,0.0142924456456112,0.157009309440354
"CbMPDiCbraya","S13_2B","S36_9D",0.0982683710264405,0.127367044583009,0.617834097854632,0.00466221575429786,0.15186827078162
"CbMPDiCbraya","S13_2B","S4_11B",0,0.645936322142123,0.18018491555596,0.0146302738434406,0.159248488458476
"CbMPDiCbraya","S13_2B","S5_11Z",0.00330939664875911,0.654826314100154,0.198116369724996,0.0352757205479037,0.108472198978187
"CbMPDiCbraya","S13_2B","S6_11D",0.000195295547261522,0.646041842573377,0.174670819331964,0.0181875069340737,0.160904535613324
"CbMPDiCbraya","S13_2B","S7_12B",0.0579885054611932,0.68860733304837,0.0234183519218813,0.0139283262633969,0.216057483305158
"CbMPDiCbraya","S13_2B","S8_12Z",0.0480060345804646,0.688296921827674,0.0340436136932208,0.0193250782420525,0.210328351656588
"CbMPDiCbraya","S13_2B","S9_12D",0.046332124070847,0.748339716641497,0.00284169622635323,0.0421945399709088,0.160291923090394
"CbMPDiCbraya","S14_2Z","S15_2D",0.0665456501543502,0.763203291064934,0.0404135000161981,0.0625739021668669,0.0672636565976506
"CbMPDiCbraya","S14_2Z","S16_3B",0.0227531485982925,0.303659859082223,0.516226627458658,0.0618032585834709,0.0955571062773558
"CbMPDiCbraya","S14_2Z","S17_3Z",0.0407737609269095,0.579574679552797,0.227897901039852,0.0304125245132971,0.121341133967144
"CbMPDiCbraya","S14_2Z","S18_3D",0.0426446564059333,0.583166763804413,0.204700304595353,0.0288878810043738,0.140600394189927
"CbMPDiCbraya","S14_2Z","S19_4B",0.0230003291946157,0.3034126784859,0.517387742574914,0.0686251756611212,0.087574074083449
"CbMPDiCbraya","S14_2Z","S2_10Z",0.000145591576566824,0.659388925087549,0.147014406954451,0.0103634607928854,0.183087615588548
"CbMPDiCbraya","S14_2Z","S20_4Z",0.0407737609269095,0.579574679552797,0.220109876359178,0.0298499934688149,0.129691689692301
"CbMPDiCbraya","S14_2Z","S21_4D",0.0426446564059333,0.583166763804413,0.21005578651872,0.0450556178589591,0.119077175411975
"CbMPDiCbraya","S14_2Z","S22_5B",0.0270434777289382,0.230707888147906,0.231193063028616,0.00470055179780863,0.506355019296731
"CbMPDiCbraya","S14_2Z","S23_5Z",0.105312204918768,0.207351440929344,0.527208200662418,0.00678116915336642,0.153346984336103
"CbMPDiCbraya","S14_2Z","S24_5D",0.119939773595314,0.348988193199808,0.274001709824509,0.00520958455647772,0.251860738823892
"CbMPDiCbraya","S14_2Z","S25_6B",0.158223285312766,0.256902652219619,0.187627980184831,0.00283315138871242,0.394412930894072
"CbMPDiCbraya","S14_2Z","S26_6Z",0.118890686552036,0.210220683197877,0.526729819872307,0.00643473624965249,0.137724074128127
"CbMPDiCbraya","S14_2Z","S27_6D",0.119348187493461,0.212536242361014,0.480430070788148,0.00185625652162404,0.185829242835753
"CbMPDiCbraya","S14_2Z","S28_7B",0.0594663106250744,0.478379602358289,0.387885592775553,0.00728432594247508,0.066984168298609
"CbMPDiCbraya","S14_2Z","S29_7Z",0.0577602517007268,0.389912788419533,0.426253185032033,0.0277168191142036,0.0983569557335042
"CbMPDiCbraya","S14_2Z","S3_10D",0.00201108217794755,0.670622440634848,0.125869841616615,0.016022144829677,0.185474490740913
"CbMPDiCbraya","S14_2Z","S30_7D",0.0396497694456545,0.522348079395533,0.315549243628338,0.00477773568923401,0.11767517184124
"CbMPDiCbraya","S14_2Z","S31_8B",0.155671917198342,0.103754940150447,0.41498515537021,0.00547377160752143,0.32011421567348
"CbMPDiCbraya","S14_2Z","S32_8Z",0.113028956726615,0.349447041826215,0.342776037341645,0.008544258998889,0.186203705106636
"CbMPDiCbraya","S14_2Z","S33_8D",0.0182173669797548,0.449128502587792,0.435905930258626,0.00822135638816992,0.0885268437856572
"CbMPDiCbraya","S14_2Z","S34_9B",0.00156753221254895,0.140299246904416,0.727214787982287,0.010387387544053,0.120531045356695
"CbMPDiCbraya","S14_2Z","S35_9Z",0.00374892929106809,0.121953204669041,0.765465758967457,0.011527572145266,0.0973045349271674
"CbMPDiCbraya","S14_2Z","S36_9D",0.000414361464285999,0.172837028112434,0.646094754608509,0.00932945831725327,0.171324397497518
"CbMPDiCbraya","S14_2Z","S4_11B",0,0.665829663390427,0.173202362366408,0.0138459467104483,0.147122027532716
"CbMPDiCbraya","S14_2Z","S5_11Z",0.00101305846477876,0.666057251256585,0.190826967013576,0.0194042463781832,0.122698476886877
"CbMPDiCbraya","S14_2Z","S6_11D",6.50985157538408e-05,0.624367140331472,0.186304366765888,0.00913502709109631,0.18012836729579
"CbMPDiCbraya","S14_2Z","S7_12B",0.0662771289462733,0.754087653766793,0.0157168495308988,0.0115392031210208,0.152379164635014
"CbMPDiCbraya","S14_2Z","S8_12Z",0.0601840798752336,0.686358899255892,0.0234668064488517,0.0223320197552105,0.207658194664812
"CbMPDiCbraya","S14_2Z","S9_12D",0.055630982167022,0.729271831593165,0.00386864081047958,0.0483385665388155,0.162889978890518
"CbMPDiCbraya","S15_2D","S16_3B",0.023231129021145,0.294638999808526,0.530309466271178,0.066423060374173,0.0853973445249781
"CbMPDiCbraya","S15_2D","S17_3Z",0.0334098565645702,0.560643594023531,0.264171819135993,0.0293107031938214,0.112464027082084
"CbMPDiCbraya","S15_2D","S18_3D",0.0340519312376867,0.572405977947412,0.243050013012505,0.0470371114903051,0.103454966312091
"CbMPDiCbraya","S15_2D","S19_4B",0.0234783096174682,0.294391819212203,0.52781340373744,0.066423060374173,0.0878934070587162
"CbMPDiCbraya","S15_2D","S2_10Z",0.00194161411361453,0.635508724646174,0.193372472706463,0.0126599310551984,0.15651725747855
"CbMPDiCbraya","S15_2D","S20_4Z",0.0334098565645702,0.560643594023531,0.265194045639896,0.0308145237946876,0.109937979977315
"CbMPDiCbraya","S15_2D","S21_4D",0.0340519312376867,0.572405977947412,0.242738123923358,0.0437371310835224,0.107066835808021
"CbMPDiCbraya","S15_2D","S22_5B",0.0239128584580849,0.260016523209307,0.39636342177921,0.00472382257246468,0.314983373980933
"CbMPDiCbraya","S15_2D","S23_5Z",0.112062057346848,0.219463029976331,0.517291382429445,0.0131887696276609,0.137994760619714
"CbMPDiCbraya","S15_2D","S24_5D",0.120754428907651,0.371745907561926,0.244361910305262,0.00554866080438744,0.257589092420773
"CbMPDiCbraya","S15_2D","S25_6B",0.124473462015837,0.347339808610068,0.218621980685586,0.00175158425653242,0.307813164431977
"CbMPDiCbraya","S15_2D","S26_6Z",0.118682521522078,0.237724977317864,0.50059756754909,0.00614294281057335,0.136851990800395
"CbMPDiCbraya","S15_2D","S27_6D",0.119302920656345,0.253509634881025,0.500156112809545,0.00234288901794244,0.124688442635142
"CbMPDiCbraya","S15_2D","S28_7B",0.056651388002174,0.472721063207127,0.373263985163553,0.0188153010145837,0.0785482626125623
"CbMPDiCbraya","S15_2D","S29_7Z",0.0594233346811695,0.407904534439292,0.40459337573156,0.0116387719555391,0.116439983192439
